query,match,score
mỡ heo,mỡ bơ,8.19857
bht,bht b21,11.110014
bột sữa,bột sữa sữa bột,9.463505
bột sữa,bột sữa gầy,8.371759
bột sữa,bột sữa dừa,8.371759
bột sữa,bột sữa chua,8.371759
bột sữa,bột sữa whey,8.371759
bột sữa,bột sữa non,8.371759
bột sữa,bột sữa bơ,8.371759
bột sữa,sữa bột,8.188642
bột sữa,bột sữa nguyên kem,7.885186
dinatri e5' guanylat,dinatri e5 guanylat,26.83433
dinatri e5' guanylat,dinatri e5',15.5947485
dinatri e5' guanylat,dinatri e5,15.5947485
dinatri e5' guanylat,dinatri e5' inosinat,14.678152
dinatri e5' guanylat,dinatri e5 inosinat,14.678152
dinatri e5' guanylat,dinatri e5' ribonucleotid,14.678152
dinatri e5' guanylat,dinatri e5 ribonucleotid,14.678152
dinatri e5' guanylat,dinatri e5' quanylat,14.678152
dinatri e5' guanylat,dinatri e5'ribonucleotid,14.678152
bột tôm,bột tôm yum,10.676097
bột tôm,cà rốt bột tôm,10.028496
bột tôm,bột tôm chiết xuất,10.028496
bột tôm,bột tôm khô chiết xuất,9.457573
bột tôm,bột gia vị tôm,9.187507
bột tôm,bột gia vị hương tôm,8.587417
bột tôm,tôm,7.914652
bột tôm,tôm khô,7.271719
bột tôm,mắm tôm,7.271719
đạm đậu nành,bột đạm đậu nành,18.780762
đạm đậu nành,đạm đậu nành thủy phân,17.963476
đạm đậu nành,đạm đậu nành trích ly,17.963476
đạm đậu nành,đạm đậu nành thuỷ phân,17.963476
đạm đậu nành,đạm đậu nành hương bò,17.963476
đạm đậu nành,đạm đậu nành tinh chế,17.963476
đạm đậu nành,dầu thực vật đạm đậu nành,17.220238
đạm đậu nành,đạm đậu nành đã khử béo,17.220238
đạm đậu nành,có chứa bột đạm đậu nành thủy phân,15.916437
hành lá,hành lá sấy,14.127895
hành lá,hành lá khô,14.127895
hành lá,hành lá sảy,14.127895
hành lá,hành lá sáy,14.127895
hành lá,hành lá sầy,14.127895
hành lá,lá hành,13.699175
hành lá,cà rốt hành lá,13.320421
hành lá,lá hành sấy,12.669954
hành lá,hành lá sấy thăng hoa,12.603968
dinatri e5' inosinat,dinatri e5 inosinat,26.504887
dinatri e5' inosinat,dinatr e5' inosinat,17.042427
dinatri e5' inosinat,dinatri e5',15.5947485
dinatri e5' inosinat,dinatri e5,15.5947485
dinatri e5' inosinat,dinatri e5' guanylat,14.678152
dinatri e5' inosinat,dinatri e5 guanylat,14.678152
dinatri e5' inosinat,dinatri e5' ribonucleotid,14.678152
dinatri e5' inosinat,dinatri e5 ribonucleotid,14.678152
dinatri e5' inosinat,dinatri e5' quanylat,14.678152
hương liệu tổng hợp,hương liệu tổng hợp hương chanh,19.072546
hương liệu tổng hợp,hương liệu tổng hợp dùng cho thực phẩm,17.455189
hương liệu tổng hợp,hương liệu tổng hợp dùng trong thực phẩm,17.455189
hương liệu tổng hợp,hương liệu tổng hợp dành cho thực phẩm,17.455189
hương liệu tổng hợp,hương liệu thịt tổng hợp,16.752028
hương liệu tổng hợp,hương liệu thực phẩm tổng hợp,15.895351
hương liệu tổng hợp,hương liệu cà phê tổng hợp,15.895351
hương liệu tổng hợp,hưởng liệu tổng hợp dùng cho thực phẩm,13.666387
hương liệu tổng hợp,hương tổng hợp,12.247448
lactose,đường lactose,9.375477
lactose,bột lactose,9.375477
lactose,đường sữa lactose,8.671097
lactose,lactose từ sữa,8.671097
lactose,lactose from milk,8.671097
lactose,contain milk and lactose,8.065161
lactose,bột whey giảm lactose,8.065161
mononatri l glutamat,chất điều vị mononatri l glutamat,24.39832
mononatri l glutamat,mononatri l,17.914734
mononatri l glutamat,mononatri glutamat,17.836319
mononatri l glutamat,mononatr l glutamat,17.139187
mononatri l glutamat,mononatri l glutamate,16.86287
mononatri l glutamat,chất điều vị mononatri l,15.105356
mononatri l glutamat,chất điều vị mononatri l glutamate,14.362369
mononatri l glutamat,chất điều vị mononatri glutamat,14.341339
mononatri l glutamat,mononatri glutamat tinh khiết e99,14.341339
thịt gà,bột thịt gà,12.425342
thịt gà,thịt gà tươi,12.425342
thịt gà,ruốc thịt gà,12.425342
thịt gà,thịt gà xay,12.425342
thịt gà,gói thịt gà,12.425342
thịt gà,thịt gà xé,12.425342
thịt gà,thịt gà sấy,12.425342
thịt gà,thịt gà cắt,12.425342
thịt gà,hương thịt gà,12.425342
đậu phộng,đậu phộng rang,13.127161
đậu phộng,bột đậu phộng,13.127161
đậu phộng,bơ đậu phộng,13.127161
đậu phộng,đậu phộng giòn,13.127161
đậu phộng,khô đậu phộng,13.127161
đậu phộng,có thể chứa đậu phộng,11.662422
đậu phộng,có thể có đậu phộng,11.662422
đậu phộng,có thể chứa vết đậu phộng,11.050236
đậu phộng,sản phẩm có chứa đậu phộng,11.050236
bột tiêu,tiêu bột,10.973015
bột tiêu,bột tiêu đen,10.946943
bột tiêu,bột tiêu trắng,10.946943
bột tiêu,bột tiêu đỏ,10.946943
bột tiêu,bột hạt tiêu đen,9.439426
bột tiêu,tiêu,8.233392
bột tiêu,tiêu đen,7.5645666
bột tiêu,hương tiêu,7.5645666
bột tiêu,hạt tiêu,7.5645666
vani,hương vani,8.19857
vani,bột vani,8.19857
vani,huong vani,8.19857
vani,chiết xuất vani,7.5826116
vani,vani tự nhiên,7.5826116
vani,vani tổng hợp,7.5826116
vani,hương vani tổng hợp,7.052738
vani,hương vani tự nhiên,7.052738
vani,hương vani nhân tạo,7.052738
xem thông tin trên bao bì sản phẩm,xem thông tin trên bao bì sản xuất,61.905254
xem thông tin trên bao bì sản phẩm,xem trên bao bì,36.351936
xem thông tin trên bao bì sản phẩm,xem trên nhãn sản phẩm,22.981188
xem thông tin trên bao bì sản phẩm,thông tin cảnh báo,18.596169
xem thông tin trên bao bì sản phẩm,thông tin dị ứng,18.596169
xem thông tin trên bao bì sản phẩm,thông tin về dị ứng,17.608978
xem thông tin trên bao bì sản phẩm,thông tin các chất gây dị ứng,15.928956
xem thông tin trên bao bì sản phẩm,sản phẩm sản xuất trên dây chuyền sản xuất lúa mì,12.416902
xem thông tin trên bao bì sản phẩm,tôm từ sản phẩm khác sản xuất trên cùng dây chuyền,11.918226
hương tổng hợp,hỗn hợp hương tổng hợp,13.256908
hương tổng hợp,hương năm hương tổng hợp,12.476624
hương tổng hợp,hương nấm hương tổng hợp,12.476624
hương tổng hợp,hương hương thảo tổng hợp,11.775769
hương tổng hợp,hương liệu tổng hợp,11.521962
hương tổng hợp,hương vani tổng hợp,11.521962
hương tổng hợp,hương thịt tổng hợp,11.521962
hương tổng hợp,hương bò tổng hợp,11.521962
hương tổng hợp,hương sữa tổng hợp,11.521962
bha,chứa chất chống ôxi hóa bha,7.756548
bha,chứa chất chống oxy hóa bha,7.756548
bha,chứa chất chống oxi hóa bha,7.756548
bột whey,whey bột,10.882993
bột whey,bột whey permeate,10.863684
bột whey,bột whey ngọt,10.863684
bột whey,bột whey khử khoáng,10.202974
bột whey,bột whey từ sữa,10.202974
bột whey,bột whey giảm lactose,10.202974
bột whey,bột whey khử khoảng,10.202974
bột whey,bột sữa whey,10.065353
bột whey,bột whey hương phô mai,9.620655
vitamin c,c,9.004663
vitamin c,nươ c,8.273186
vitamin c,e c,8.273186
vitamin c,c xanh,8.273186
vitamin c,e01_vitamin c,8.273186
vitamin c,từ dầu c,7.651621
vitamin c,c được phép,7.651621
vitamin c,c blue no,7.651621
vitamin c,brilliant blue c,7.651621
chất làm dầy,chất là dầy,13.671047
chất làm dầy,chất làm dày,11.128947
chất làm dầy,chất làm ẩm,11.128947
chất làm dầy,chất làm bóng,11.128947
chất làm dầy,chất làm đầy,11.128947
chất làm dầy,chất làm rắn,11.128947
chất làm dầy,chất làm dãy,11.128947
chất làm dầy,chất làm đặc,11.128947
chất làm dầy,chất làm dây,11.128947
sản phẩm có chứa sữa,nước sản phẩm có chứa sữa,24.29998
sản phẩm có chứa sữa,sản phẩm có chứa đạm sữa,22.485626
sản phẩm có chứa sữa,sản phẩm có thể chứa sữa,21.945202
sản phẩm có chứa sữa,sản phẩm có chứa chế phẩm từ sữa,21.108007
sản phẩm có chứa sữa,sản phẩm có chứa nguyên liệu từ sữa,20.727077
sản phẩm có chứa sữa,sản phẩm có chứa,20.496073
sản phẩm có chứa sữa,sản phẩm có chứa gluten,19.650532
sản phẩm có chứa sữa,sản phẩm có chứa cá,19.650532
sản phẩm có chứa sữa,sản phẩm có chứa trứng,19.650532
có chứa sữa,có thể có chứa sữa,14.49415
có chứa sữa,sản phẩm có chứa sữa,14.155327
có chứa sữa,nguyên liệu có chứa sữa,14.155327
có chứa sữa,thành phần có chứa sữa,14.155327
có chứa sữa,có chứa sữa contain milk,14.155327
có chứa sữa,có chứa sữa đậu nành,14.155327
có chứa sữa,nước sản phẩm có chứa sữa,13.549067
có chứa sữa,có thể chứa sữa,13.17008
có chứa sữa,có chứa đạm sữa,13.144635
chất nhũ hoá,chất nhũ hoá lecithin,19.567186
chất nhũ hoá,chất nhũ hoá guargum,19.567186
chất nhũ hoá,chất nhũ hoá từ,19.567186
chất nhũ hoá,hỗn hợp chất nhũ hoá,18.612728
chất nhũ hoá,chất nhũ hoá  đậu nành,18.612728
chất nhũ hoá,chất nhũ hoá xanthan gum,18.612728
chất nhũ hoá,chất nhũ,11.527294
chất nhũ hoá,chất nũ hoá,11.1973295
chất nhũ hoá,chất nhũ hóa,10.786526
hương tự nhiên,hương tự nhiên giống tự nhiên,13.985081
hương tự nhiên,các hương tự nhiên,13.026566
hương tự nhiên,hương giống hương tự nhiên,12.689671
hương tự nhiên,hỗn hợp hương tự nhiên,12.428401
hương tự nhiên,chất tạo hương tự nhiên,12.428401
hương tự nhiên,hương liệu tự nhiên,11.751296
hương tự nhiên,hương giống tự nhiên,11.751296
hương tự nhiên,hương chanh tự nhiên,11.751296
hương tự nhiên,hương vani tự nhiên,11.751296
bột bắp,tinh bột bắp,10.235023
bột bắp,bột bắp cải,10.235023
bột bắp,tỉnh bột bắp,10.235023
bột bắp,bột bắp bột nguyên trứng,9.501495
bột bắp,tinh bột bắp biến tính,9.074118
bột bắp,tinh bột bắp biến tinh,9.074118
bột bắp,bột bắp cái bột hành tây,9.041014
bột bắp,được tinh chế từ bột bắp,8.5902
bột bắp,bột gia vị bắp nướng,8.20396
cà chua,bột cà chua,13.138176
cà chua,sốt cà chua,13.138176
cà chua,cà chua tươi,13.138176
cà chua,xốt cà chua,13.138176
cà chua,cà chua nghiền,13.138176
cà chua,tương cà chua,13.138176
cà chua,hương cà chua,13.138176
cà chua,cà chua cô đặc,12.394955
cà chua,cà chua dạng sệt,12.394955
chất làm ẩm,chất xơ hòa tan chất làm ẩm,18.753527
chất làm ẩm,chất giữ ẩm,12.637476
chất làm ẩm,chất giữ ẩm glycerin,11.754369
chất làm ẩm,chất làm dày,11.128947
chất làm ẩm,chất làm dầy,11.128947
chất làm ẩm,chất làm bóng,11.128947
chất làm ẩm,chất làm đầy,11.128947
chất làm ẩm,chất làm rắn,11.128947
chất làm ẩm,chất làm dãy,11.128947
dầu cọ tinh luyện,dầu olein cọ tinh luyện,24.29337
dầu cọ tinh luyện,dầu cọ tinh luyện đã hydro hóa,24.170044
dầu cọ tinh luyện,dầu cọ olein tinh luyện,22.793472
dầu cọ tinh luyện,đầu cọ tinh luyện,21.256887
dầu cọ tinh luyện,dầu cọ tinh chế,18.819637
dầu cọ tinh luyện,sáp dầu cọ tinh khiết,17.971937
dầu cọ tinh luyện,dầu tinh luyện,17.710175
dầu cọ tinh luyện,dầu cọ tinh chế khử mùi,17.202496
dầu cọ tinh luyện,dầu olein tinh luyện,16.630024
giống tự nhiên,hương tự nhiên giống tự nhiên,17.280937
giống tự nhiên,hương giống tự nhiên,16.540894
giống tự nhiên,hưởng giống tự nhiên,16.540894
giống tự nhiên,màu giống tự nhiên,16.540894
giống tự nhiên,đào giống tự nhiên,16.540894
giống tự nhiên,hương liệu giống tự nhiên,15.829989
giống tự nhiên,hương vani giống tự nhiên,15.829989
giống tự nhiên,hương chanh giống tự nhiên,15.829989
giống tự nhiên,hương dâu giống tự nhiên,15.829989
gelatin,gelatin halai,8.828854
gelatin,gelatin halal,8.828854
gelatin,bovine gelatin,8.828854
gelatin,gelatin bò,8.828854
gelatin,bột gelatin,8.828854
gelatin,gelatin thực phẩm,8.165541
gelatin,gelatin halal bò,8.165541
gelatin,gelatin chất điều chỉnh độ axit,6.663623
gelatin,sản phẩm không chứa bất kỳ gelatin lợn hay các thành phần từ lợn,4.4707613
sữa tươi,kem sữa tươi,11.366211
sữa tươi,sữa tươi nguyên chất,10.710005
sữa tươi,sữa tươi chuẩn hóa,10.710005
sữa tươi,cream từ sữa tươi,10.710005
sữa tươi,sữa tươi tiệt trùng,10.710005
sữa tươi,sữa tươi tách béo,10.710005
sữa tươi,sữa bò tươi,10.246588
sữa tươi,sữa tươi tiệt trùng không đường,9.609006
sữa tươi,sữa hoàn toàn từ sữa bò tươi,9.142026
nước bão hòa co2,nước bão hào hòa co2,29.70629
nước bão hòa co2,nước bão hòa co,23.88644
nước bão hòa co2,nước bão hoà co2,22.519917
nước bão hòa co2,nước bão hòa co₂ đường hfcs,21.75736
nước bão hòa co2,co2,10.875973
nước bão hòa co2,nước đường chất xơ hòa tan,9.71622
nước bão hòa co2,co2 thực phẩm,9.241746
nước bão hòa co2,đậu hòa lan,7.45462
nước bão hòa co2,cà phê hòa,7.45462
các vitamin,các vitamin iniacin,13.122162
các vitamin,hỗn hợp các vitamin,12.37365
các vitamin,các loại vitamin,11.756002
các vitamin,thành phần có trong bánh giúp bạn bổ sung các vitamin,8.88439
các vitamin,vitamin b1 vitamin b2,7.614021
các vitamin,vitamin,7.486354
các vitamin,vitamin c,6.878213
các vitamin,vitamin e,6.878213
các vitamin,vitamin a,6.878213
tinh bột,tinh bột bắp,9.470495
tinh bột,tinh bột sắn,9.470495
tinh bột,tinh bột mì,9.470495
tinh bột,tinh bột ngô,9.470495
tinh bột,tinh bột gạo,9.470495
tinh bột,tinh bột mỳ,9.470495
tinh bột,xiro tinh bột,9.470495
tinh bột,tinh bột sản,9.470495
tinh bột,tinh bột nghệ,9.470495
phẩm màu,không phẩm màu,9.727474
phẩm màu,phẩm màu thực phẩm,9.673569
phẩm màu,phẩm màu thực phẩm fd,9.216227
phẩm màu,phẩm màu tự nhiên,9.171608
phẩm màu,phẩm màu tổng hợp,9.171608
phẩm màu,phẩm màu nhân tạo,9.171608
phẩm màu,phẩm màu  nhân tạo,9.171608
phẩm màu,phẩm màu  tự nhiên,9.171608
phẩm màu,phẩm màu hỗn hợp,9.171608
acid folic,acid folic kt,16.63863
acid folic,folic acid,16.32626
acid folic,axit folic,9.755705
acid folic,axít folic,9.755705
acid folic,add folic,9.755705
acid folic,acid,7.1514926
acid folic,acid malic,6.570554
acid folic,acid ascorbic,6.570554
acid folic,acid lactic,6.570554
sucralose,chất tạo ngọt tổng hợp sucralose,8.385341
tinh bột sắn,tinh bột sắn biến tính,17.480253
tinh bột sắn,tinh bột sắn hữu cơ,17.480253
tinh bột sắn,bột sắn,13.363714
tinh bột sắn,tỉnh bột sắn,12.475996
tinh bột sắn,tinh bột,10.038714
tinh bột sắn,sắn,10.032829
tinh bột sắn,tinh bột bắp,9.470495
tinh bột sắn,tinh bột mì,9.470495
tinh bột sắn,tinh bột ngô,9.470495
b2,vitamin b2,10.276905
b2,b2 a,10.276905
b2,vitamin b1 vitamin b2,8.840605
biotin,d biotin,11.110014
chất làm bóng,chất tạo bóng,13.671047
chất làm bóng,chất làm dày,11.128947
chất làm bóng,chất làm dầy,11.128947
chất làm bóng,chất làm ẩm,11.128947
chất làm bóng,chất làm đầy,11.128947
chất làm bóng,chất làm rắn,11.128947
chất làm bóng,chất làm dãy,11.128947
chất làm bóng,chất làm đặc,11.128947
chất làm bóng,chất làm dây,11.128947
dầu mè,dầu mè đen,12.798375
dầu mè,dầu mè thơm,12.798375
