query,match,score
nước ép quýt da xanh,nước ép quýt,23.913149
nước ép quýt da xanh,nước ép quýt từ nước ép quýt cô đặc,23.229176
chất chống dòng vốn,chất chống đồng vốn,19.402622
chất chống dòng vốn,chất chống động vốn,19.402622
hàm lượng nitơ toàn phần,hàm lượng nitơ tổng số,28.300507
hàm lượng nitơ toàn phần,hàm lượng axit amin  so với hàm lượng nitơ tổng số,23.90559
bột ph mai cheddar,bột phô mai cheddar,25.537994
bột ph mai cheddar,phô mai  cheddar,23.119753
anhydrous milk fat,milk fat,25.132393
anhydrous milk fat,fat,11.256905
có chứa bột đạm đậu nành thủy phân,đạm đậu nành thủy phân,44.029373
có chứa bột đạm đậu nành thủy phân,cả rất s đạm đậu nành thủy phân,39.43976
dong sulfate,dong sulfat,11.825552
dong sulfate,zinc sulfate,8.559904
ô xt kēm,ô liu đen,10.672695
ô xt kēm,ô xít kẽm,10.672695
màu tự nhiên chiết xuất từ củ cải đường,màu tự nhiên chiết xuất từ cà rốt đen,35.599743
màu tự nhiên chiết xuất từ củ cải đường,màu tự nhiên chiết xuất từ quả dành dành,35.599743
bột yến mạch nguyên chất nguyên cám,bột yến mạch nguyên cám,49.514423
bột yến mạch nguyên chất nguyên cám,yến mạch nguyên cám,35.347893
hương sữa  khối lượng,khối lượng,18.084984
hương sữa  khối lượng,hương dâu tự nhiên  khối lượng,18.057585
có chứa chất chống oxy hóa tbhq,chứa chất chống oxy hóa tbhq,51.62986
có chứa chất chống oxy hóa tbhq,có chứa chất chống oxy hóa,41.743095
chiết xuất màu ớt tự nhiên,chiết xuất màu ớt tự nhiên e160c,47.46285
chiết xuất màu ớt tự nhiên,chiết xuất ớt tự nhiên,30.878733
hành xanh,hành,7.805247
hành xanh,bí xanh,7.4861193
hạt cần tây,dầu hạt cần tây,30.522015
hạt cần tây,cần tây,19.257862
caramel amoni,"e150c , Caramen nhóm III (caramen amoni) , Caramel III - ammonia caramel",11.655563
caramel amoni,caramen amoni,10.52426
sciroppo di glucosio,sciroppo di glucosio fruttosio,35.050175
sciroppo di glucosio,sciroppo di sorbitolo,22.863163
cả từ sản phẩm khác sản xuất trên cùng dây chuyển,có thể chứa cả từ sản phẩm khác sản xuất trên cùng dây chuyển,82.38057
cả từ sản phẩm khác sản xuất trên cùng dây chuyển,cả từ sản phẩm khác sản xuất trên cùng dãy chuyển,76.42935
lá húng quế,húng quế,23.490416
lá húng quế,lá húng tây khô,19.50127
nước cốt cá cơm,nước mắm cốt cá cơm,31.822554
nước cốt cá cơm,cốt cá cơm,30.21211
tinh bột bắn biến tính,tinh bột biến tính,29.898197
tinh bột bắn biến tính,tinh bột sẵn biến tính,28.578117
extrait d'orge malte,extrait d'orge maltée,22.419075
extrait d'orge malte,extrait de fraise,8.946598
nước cốt xương,nước cốt xương thịt,23.321356
nước cốt xương,nước cốt xương hầm,23.321356
milk  nước,milk,9.814203
milk  nước,nước,9.814203
yeast extract,yeast extract powder,23.765648
yeast extract,glucose yeast extract,21.283888
xốt bò kho,bò kho,23.284159
xốt bò kho,bột bò kho,22.147938
e160 khí đóng gói e941,khí đóng gói e941,48.175407
e160 khí đóng gói e941,khí đóng gói,23.187712
soy protein,isolated soy protein,21.707722
soy protein,hydrolyzed soy protein,21.707722
lửa mì,gluten lửa mì,20.149494
lửa mì,mì,6.956028
chất chống ôxy hóa,có chứa chất chống ôxy hóa,37.480057
chất chống ôxy hóa,chất chống oxi hóa,16.194138
etyl vanilin,vanilin,11.792564
etyl vanilin,sữa vanilin,11.025056
e102 yellow no,e110 yellow no,23.924744
e102 yellow no,e102,12.158652
kẹo mút vị sữa,kẹo mút beardy vị sữa,38.691307
kẹo mút vị sữa,kẹo mút beardy hỗn hợp,20.897083
bánh tráng rế,bánh tráng,20.478737
bánh tráng rế,bánh tráng rể,19.445826
nành,đấu nành,6.0435047
nành,đầu nành,6.0435047
sản phẩm chứa các nguyên liệu có nguồn gốc từ thủy sản,hỗn hợp amino acid sản phẩm chứa các nguyên liệu có nguồn gốc từ thủy sản,74.18636
sản phẩm chứa các nguyên liệu có nguồn gốc từ thủy sản,sản phẩm chứa nguyên liệu có nguồn gốc từ thủy sản,73.272446
"e441 ,  , Superglycerinated hydrogenated rapeseed oil, Hydrogenated rapeseed oil superglycerinated, Superglycerinated fully hydrogenated rapeseed oil",non hydrogenated rapeseed oil,80.697876
"e441 ,  , Superglycerinated hydrogenated rapeseed oil, Hydrogenated rapeseed oil superglycerinated, Superglycerinated fully hydrogenated rapeseed oil",rapeseed oil,44.71209
hạt mè rang,dầu hạt mè rang,30.170607
hạt mè rang,mè rang,20.924292
le sucre,sucre,12.648787
le sucre,le trehalose,10.751766
muối tinh bổ sung i ốt,muối tinh sấy bổ sung i ốt,51.82937
muối tinh bổ sung i ốt,muối tính sấy bố sung i ốt,33.299694
gelatine,bovine gelatine,11.367317
gelatine,gelatine halal,11.367317
chiê t xuâ t đâ u đo,chiê t xuâ t lu a ma ch,41.187584
chiê t xuâ t đâ u đo,chiê t xuâ t ca rô t ti m,39.78969
vi sinh vật,enzyme rennet vi sinh hoặc thực vật,14.096891
vi sinh vật,vi khuẩn lactic,9.395916
thịt ba rọi heo,ba rọi heo,33.57048
thịt ba rọi heo,thịt ba rọi,30.448807
"e450_vii , Calci dihydro diphosphat , Calcium dihydrogen diphosphate","e450_ix , Magnesi dihydro diphosphat , Magnesium dihydrogen diphosphate",35.8004
"e450_vii , Calci dihydro diphosphat , Calcium dihydrogen diphosphate","e341_i , Calci dihydro phosphat , Calcium dihydrogen phosphate",30.490025
e900a,"e900a , Polydimethyl siloxan , Polydimethyl siloxane",21.08546
chất ổn định e1440,chất ổn định,19.135927
chất ổn định e1440,chất ổn định e471,18.293903
bô t nghê,bô t mi,21.213383
bô t nghê,bô t bo,21.213383
cacao en polvo,leche en polvo,23.444302
cacao en polvo,leche desnatada en polvo,22.361027
yogurt,yogurt powder,11.025056
yogurt,yogurt magro,11.025056
chất chống đông cứng,chất chống đông vón,20.307053
chất chống đông cứng,chất chống đông vòn,20.307053
chất điều chỉnh đồ chua e330,chất điều chỉnh độ chua e330,35.531284
chất điều chỉnh đồ chua e330,chất điều chỉnh đồ acld,27.509462
được sản xuất trên dây chuyên sản xuất bánh có chứa sữa,được sản xuất trên dây chuyền sản xuất bánh có chứa sữa,78.638824
được sản xuất trên dây chuyên sản xuất bánh có chứa sữa,được sản xuất trên dây chuyên sản xuất các loại kẹo gum,64.5978
bạc hà,bạc hà coding,20.342216
bạc hà,bạc hà sấy,20.342216
white sesame,black sesame,11.825552
white sesame,white wine,10.52426
có chứa lúa mi,thành phần có chứa lúa mi,33.741096
có chứa lúa mi,lúa mi,21.78798
vitamin pp,axit folic vitamin pp,23.055202
vitamin pp,vitamin pp vitamin k,18.961784
chất tạo cay oléoresin capsicum,chất tạo cay oleoresin capsicum,29.167263
chất tạo cay oléoresin capsicum,chất tạo cay,22.363264
cá chỉ,bạch chỉ,10.751766
cá chỉ,bạnh chỉ,10.751766
chất tạo ngọt e951,chất tạo ngọt nhân tạo e951,24.338367
chất tạo ngọt e951,chất tạo ngọt tổng hợp e951,24.338367
đường high fructose corn syrup,high fructose corn syrup,45.49623
đường high fructose corn syrup,nước đường high fructose,22.83318
rượu cồn,rượu cồn thực phẩm,19.189312
rượu cồn,rượu cồn lên men,19.189312
pyridoxine hydrochloride,pyridoxine,11.792564
pyridoxine hydrochloride,pyridoxine hydroclorid,11.025056
chất vi lượng e621,chất điều vị e621,11.431321
chất vi lượng e621,chất điều vi e621,11.431321
hương pandan,hương pandan tổng hợp,14.821688
hương pandan,pandan,12.648787
diacetyltartaric and fatty acid esters of glycerol,"e472e , Este của glycerol với acid diacetyl tartaric và acid béo , Diacetyltartaric and fatty acid esters of glycerol",56.74631
diacetyltartaric and fatty acid esters of glycerol,diacetyl tartaric and fatty acid esters of glycerol,56.038616
mực sấy,mực,10.19223
mực sấy,mực ống,9.528877
nugget cá,cá,8.007265
nugget cá,dè cá,7.4861193
hạnh nhân cắt nhỏ,ngò tây cắt nhỏ,21.129913
hạnh nhân cắt nhỏ,hành khô cắt nhỏ,21.129913
chiết xuất gia vị ớt,chiết xuất gia vị,30.035213
chiết xuất gia vị ớt,chiết xuất gia vị dasima,28.868795
"e141_ii , Phức đồng clorophyllin (muối natri, kali của nó) , Chlorophyllins, copper complexes, sodium and potassium salts",kali của nó,37.487892
"e141_ii , Phức đồng clorophyllin (muối natri, kali của nó) , Chlorophyllins, copper complexes, sodium and potassium salts",phức đồng clorophyllin,35.669144
muối bơ,bơ,9.65657
muối bơ,đường bơ,9.02808
trà xanh hoa nhài,trà xanh với cánh hoa nhài,35.567883
trà xanh hoa nhài,trà xanh hoa lài đã pha mới,26.13435
aji no moto plus,halal vb plus,10.672695
aji no moto plus,bột gia vị thịt heo plus,9.019274
không sử dụng phẩm màu,sản phẩm không sử dụng phẩm màu,43.65344
không sử dụng phẩm màu,không sử dụng hàn the,25.412334
"e132 , Indigotin (Indigocarmin) , Indigotine (Indigocarmine)",e132,26.720215
"e132 , Indigotin (Indigocarmin) , Indigotine (Indigocarmine)",indigotine e132,22.577318
mật mía,mật mía cô đặc,20.368305
mật mía,lá mía,10.751766
đậu nành sản phẩm đặc biệt có vô số có la sữa,đậu nành sản phẩm có thể chứa,28.42082
đậu nành sản phẩm đặc biệt có vô số có la sữa,số có la,23.765648
bha e320,bha,12.648787
bha e320,e320,11.792564
ข อม ลสำหร บผ แพ อาหาร ม แป งสาล นมผง เม ดมะม วงห มพานต และเลซ ต นจากถ วเหล อง,น ำตาล  น ำม นมะพร าว และ น ำม นปาล ม  มอลโทเดกซ ทร น  แป งสาล  ผงโกโก  นมผง  เม ดมะม วงห มพานต  แป งม นสำปะหล ง  แต งกล นส งเคราะห สารเพ มปร มาณ,26.917133
ข อม ลสำหร บผ แพ อาหาร ม แป งสาล นมผง เม ดมะม วงห มพานต และเลซ ต นจากถ วเหล อง,ถ วเหล อง,23.444302
ruốc sấy,con ruốc sấy,20.723038
ruốc sấy,ruốc,10.704107
e249,"e249 , Kali nitrit , Postasium nitrite",21.08546
hương vị nướng tổng hợp,hương nướng tổng hợp,25.894638
hương vị nướng tổng hợp,hương thịt nướng tổng hợp,24.822365
nên các thành phần quả cam có thể bị lắng,chứa các thành phần có thể gây dị ứng,16.81324
nên các thành phần quả cam có thể bị lắng,các thành phần khác,15.273506
dầu cá giàu dha,dầu cá hồi nhập khẩu giàu dha,30.731096
dầu cá giàu dha,dầu cả giàu dha,25.559364
caldum d pantothenate,calci d pantothenate,23.187712
caldum d pantothenate,calcium d pantothenate,23.187712
sucralose,sucralose e955,11.025056
sucralose,"e955 , Sucralose (Triclorogalacto sucrose) , Sucralose (Trichlorogalac tosucrose)",10.628481
"e211 , Natri benzoat , Sodium benzoate",natri benzoat,32.613445
"e211 , Natri benzoat , Sodium benzoate",sodium benzoate,32.079544
e334 e296,e334,12.158652
e334 e296,e296,10.558317
đậu tằm,dâu tằm,11.367317
đậu tằm,quả dâu tằm,10.672695
bột mi nguyên cám,bột mi nguyên cảm,26.782978
bột mi nguyên cám,bột nguyên cám,22.467373
palm kernel oil,hydrogenated palm kernel oil,33.5396
palm kernel oil,palm kernel,23.018145
gói soup bột,gói soup,20.340822
gói soup bột,gói bột,14.625439
l carnitin,l carnitin tartrat,21.592907
l carnitin,i carnitin,11.825552
"e339 ,  , sodium phosphates",e339,27.012527
"e339 ,  , sodium phosphates","e343 ,  , magnesium phosphates",13.881073
lúa mì durum cao cấp,lúa mì,16.97117
lúa mì durum cao cấp,semolina lúa mì durum nguyên cám,16.489632
hỗn hợp rau củ sấy khỗ,hỗn hợp rau củ sấy khô,42.20429
hỗn hợp rau củ sấy khỗ,chiết xuất hỗn hợp rau củ,24.466795
dịch trích từ đậu hành hạt,dịch trích từ đậu nành hạt,42.370346
dịch trích từ đậu hành hạt,nước dịch trích từ đậu nành hạt,32.538963
e472e,"e472e , Este của glycerol với acid diacetyl tartaric và acid béo , Diacetyltartaric and fatty acid esters of glycerol",13.710173
e472e,acid béo e472e,10.672695
aspartame e951,"e951 , Aspartam , Aspartame",17.177713
aspartame e951,aspartame,11.256905
bột nấm hương khô,bột nấm hương,25.792696
bột nấm hương khô,đinh hương khô,20.223488
leche,leche condensada,11.025056
leche,leche en polvo,10.351349
nước trái cây ép cô đặc,nước trái cây cô đặc,35.08403
nước trái cây ép cô đặc,nước ép cô đặc,27.73285
nước sa tế tứ xuyên,gói gia vị lẩu tứ xuyên,21.967426
nước sa tế tứ xuyên,sa tế,10.52426
"e650 ,  , zinc acetate","e264 ,  , ammonium acetate",13.048294
"e650 ,  , zinc acetate","e262 ,  , sodium acetate, sodium hydrogen acetate",11.216073
màu caramen nhân tạo,hương caramen nhân tạo,27.202332
màu caramen nhân tạo,màu nhân tạo,19.721453
distilled alcohol,distilled vinegar,11.825552
distilled alcohol,alcohol,11.256905
gồm có dừa,gồm có hỗn hợp thịt heo xay,17.19748
gồm có dừa,thịt  gồm có,10.09476
sát pyrophotphat,sắt pyrophotphat,11.825552
sát pyrophotphat,sát,11.048452
muối lod,muốii lod,11.825552
muối lod,muối,6.944375
đại mạch,hạt đại mạch,18.09593
đại mạch,malt đại mạch,18.09593
hoặc trên dây chuyền chế biến các sản phẩm có thành phần gây dị ứng như hải sản,hoặc trên dây chuyền chế biến các sản phẩm có thành phần gây dị ứng như,112.363205
hoặc trên dây chuyền chế biến các sản phẩm có thành phần gây dị ứng như hải sản,hoặc trên dây chuyền chế biến các sản phẩm có thành phần gây dị ứng như đậu nành,106.78199
natri cáeinate,natri,6.967776
natri cáeinate,natri polyphosphate,6.514284
"e420_ii , Siro sorbitol , Sorbitol syrup",sorbitol syrup,34.940052
"e420_ii , Siro sorbitol , Sorbitol syrup",siro sorbitol,33.753624
chát ổn định arabic gum,chát ổn định,33.191723
chát ổn định arabic gum,arabic gum,22.7098
chrom clorid,clorid,9.448116
chrom clorid,kali clorid,8.833194
húng dổi,hạt dổi,11.825552
húng dổi,húng quê,10.158916
nước nho trắng từ nước nho trắng cô đặc,nước nho trắng từ nước ép nho trắng cô đặc,79.915436
nước nho trắng từ nước nho trắng cô đặc,nước nho trắng từ nước ép cô đặc,68.72631
hương dâu tây tự nhiên,hương mũi tây tự nhiên,23.838774
hương dâu tây tự nhiên,hương khoai tây tự nhiên,23.838774
gia vị phô mai,bộ gia vị phô mai,31.440071
gia vị phô mai,bột gia vị phô mai,31.440071
et produits à base de lait,peut contenir des traces de produits à coque et produits à base de lait,53.55036
et produits à base de lait,à base de lait de vache,31.109138
bicarbonate d'ammo nium,bicarbonate d'ammonium,11.367317
bicarbonate d'ammo nium,bicarbonate de sodium,10.672695
shortening diu olein tinh luyện,dầu olein tinh luyện,28.21085
shortening diu olein tinh luyện,dầu cọ olein tinh luyện,27.0726
maize flour,maize starch,11.367317
maize flour,maize starch powder,10.672695
"e629 , Calci 5'-guanylat , Calcium 5'- guanylate","e627 , Dinatri 5'-guanylat , Disodium 5'- guanylate",35.573593
"e629 , Calci 5'-guanylat , Calcium 5'- guanylate","e628 , Dikali 5'-guanylat , Dipotassium 5'- guanylate",35.573593
e526,"e526 , Calci hydroxyd , Calcium hydroxide",21.08546
xirô bắp fructose cao,xirô ngô nồng độ fructose cao,24.424244
xirô bắp fructose cao,xirô ngô nông độ fructose cao,24.424244
thảo quả,thảo quả khô,22.159115
thảo quả,bột thảo quả,21.383175
whey protein from milk,from milk,22.553335
whey protein from milk,whey protein,21.868004
può contenere soia,può contenere arachidi,24.172104
può contenere soia,può contenere mandorle,24.172104
caramen nguyên chất,caramen nguyên chất e150a,27.613298
caramen nguyên chất,màu tự nhiên caramen nguyên chất,23.7367
bột miso,bột chao miso,14.054016
bột miso,gạo miso,11.025056
có chứa gluten lúa mì,gluten lúa mì,26.534843
có chứa gluten lúa mì,từ gluten lúa mì,25.4231
gồm màu tự nhiên caramen nhóm i,chất tạo màu tự nhiên caramen nhóm i,45.65196
gồm màu tự nhiên caramen nhóm i,gồm màu tự nhiên,35.26847
lúa mạch choco crunch,lúa mạch crunch,27.385561
lúa mạch choco crunch,lúa mạch,17.896626
chất chống dông vốn,chất chống đồng vốn,19.402622
chất chống dông vốn,chất chống động vốn,19.402622
cider,nước táo lên men với sucrose cider,8.922115
tỏi dung dịch lên men,dung dịch lên men,40.757484
tỏi dung dịch lên men,bởi lên men,15.341074
disodium e5' inosinate,disodium e5 inosinate,40.15905
disodium e5' inosinate,disodium e5' inosinate e631_,27.701008
bơ cacao,hỗn hợp bơ cacao,19.564161
bơ cacao,bơ cacao thay thế,18.887852
đường oligosaccharide,oligosaccharide,11.500251
đường oligosaccharide,galacto oligosaccharide,10.751766
lactulose,lactulose syrup,11.825552
nước ép dứa cổ đặc,nước ép dứa có đặc,26.503204
nước ép dứa cổ đặc,nước ép dứa,23.335213
sodium hydroxide,"e524 , Natri hydroxyd , Sodium hydroxide",26.48386
sodium hydroxide,potassium hydroxide,10.007439
bánh rế,bánh tráng rế,18.065691
bánh rế,rế,12.158652
sodium bicarbonate e500_ii,sodium bicarbonate,18.882662
sodium bicarbonate e500_ii,sodium bicarbonate ín e500_i mầu,16.251253
thành phần có chứa,thành phần có chứa cá,30.148819
thành phần có chứa,thành phần có chứa gluten,30.148819
oleoresin garlic,nguyên liệu thực phẩm oleoresin garlic,21.115444
oleoresin garlic,garlic,11.500251
baker yeast,yeast,12.158652
baker yeast,torula yeast,11.367317
"e1100_v , alpha-Amylase từ Bacillus stearothermophilus expressed in Bacillus subtilis , alpha-Amylase from Bacillus stearothermophilus expressed in Bacillus subtilis","e1100_iv , alpha-Amylase từ Bacillus megaterium expressed in Bacillus subtilis , alpha-Amylase from Bacillus megaterium expressed in Bacillus subtilis",142.30031
"e1100_v , alpha-Amylase từ Bacillus stearothermophilus expressed in Bacillus subtilis , alpha-Amylase from Bacillus stearothermophilus expressed in Bacillus subtilis","e1100_iii , alpha-Amylase từ Bacillus subtilis , alpha-Amylase from Bacillus subtilis",115.106186
si rỗ fructose,si rô fructose,16.156616
si rỗ fructose,si rô ngô hàm lượng cao fructose,12.983168
với khẩu phần không qua  mỗi ngày,khoáng chất cần thiết cho cơ thể mỗi ngày,19.524426
với khẩu phần không qua  mỗi ngày,với  dâu tây,10.351349
chất ổn định gelatin,chất ổn định,19.135927
chất ổn định gelatin,chất ổn định e471,18.293903
"e368 ,  , ammonium fumarate","e366 ,  , potassium fumarate",14.300062
"e368 ,  , ammonium fumarate","e367 ,  , calcium fumarate",14.300062
cà rốt sấy khô,cà rốt sấy,29.020996
cà rốt sấy khô,cà rốt sấy thăng hoa,26.554216
chà bông heo,chà bông,23.511665
chà bông heo,chà bông gà,22.361546
dinatri guanosin 5' monophotphat,dinatri uridin 5' monophotphat,26.915268
dinatri guanosin 5' monophotphat,dinatri inosin 5' monophotphat,26.915268
tỏi nước mắm,nước mắm,20.407318
tỏi nước mắm,hương nước mắm,19.393887
không có gluten,có gluten,21.651978
không có gluten,ngũ cốc có gluten,19.713318
được sản xuất tại cơ sở sử dụng lúa mạch,được sản xuất tại một cơ sở sử dụng lúa mạch đen,67.601105
được sản xuất tại cơ sở sử dụng lúa mạch,được sản xuất tại một cơ sở sử dụng đại mạch,56.599102
mononatril,mononatril glutamat ws62,11.102929
phosphoric axit,"e338 , Acid phosphoric , Phosphoric acid",8.922115
phosphoric axit,citric axit,8.895108
vitamin bi,đậu hủ bi,10.672695
vitamin bi,hungary sec bi,10.672695
gạo jasmine,gạo jasmine  dầu ăn,18.923298
gạo jasmine,gạo,7.9140053
chất nhũ hóa lecithins e322_i chiết xuất từ đậu nành,chất nhũ hóa e322_i chiết xuất từ đậu nành,53.535946
chất nhũ hóa lecithins e322_i chiết xuất từ đậu nành,chất nhũ hóa lecithin e322_i chiết xuất từ đậu nành,51.796307
enzym lactase,lactase,11.792564
enzym lactase,enzym,11.256905
hương liệu gã nhân tạo,hương liệu nhân tạo,24.445284
hương liệu gã nhân tạo,hương liệu vani nhân tạo,23.336496
"e142 ,  , Green S",e142,27.868752
"e142 ,  , Green S",s,11.500251
cao bò,cao,11.048452
cao bò,cao carbonat,10.329372
ôi xay nhuyễn,táo xay nhuyễn,19.047216
ôi xay nhuyễn,xoài xay nhuyễn,19.047216
acid n pteroyl l glutamic,acid,7.7237325
acid n pteroyl l glutamic,acid arachidonic,7.2210402
ổng hợp,hợp,5.250389
ổng hợp,tóng hợp,4.9086723
bột nguyễn trứng,bột trứng,11.70306
bột nguyễn trứng,bột nguyên trứng,10.987923
dinatr e5' nbonucleotid,dinatr e5' inosinat,24.172104
dinatr e5' nbonucleotid,dinatr e5' inosinate,24.172104
e50 chất tạo gel,chất tạo gel,30.835129
e50 chất tạo gel,chất tạo gel geling gum,15.786317
may contain gluten,may contain gluten and soya,29.577248
may contain gluten,contain gluten,22.074772
su hào,su su,11.825552
su hào,hào,10.866129
rau chân vịt mù tạt nhật,rau chân vịt,33.559113
rau chân vịt mù tạt nhật,bột rau chân vịt,23.055202
có chứa menthol,có chứa,13.030661
có chứa menthol,menthol,12.648787
bắp bò nhập khẩu  xuất xứ,thịt bò nhập khẩu úc,19.70687
bắp bò nhập khẩu  xuất xứ,thịt bò nhập khẩu từ úc,18.895927
hương liệu van nhân tạo,hương liệu nhân tạo,24.445284
hương liệu van nhân tạo,hương liệu vani nhân tạo,23.336496
đam sữa thủy phân,đạm sữa thủy phân,30.871283
đam sữa thủy phân,thủy phân,19.12433
chứa các loại đường tự nhiên,chứa đường tự nhiên,29.068602
chứa các loại đường tự nhiên,đường tự nhiên,23.155315
chiết xuất màu tumeric tự nhiên vitamin,chiết xuất màu ớt tự nhiên,23.892914
chiết xuất màu tumeric tự nhiên vitamin,chiết xuất màu ớt tự nhiên e160c,22.8979
là sự lựa chọn hoàn hảo cho người tiêu dùng,là sự pha trộn của rượu vodka,18.019129
là sự lựa chọn hoàn hảo cho người tiêu dùng,là sự pha trộn của rượu rum trắng nước chanh tươi,15.508057
kẹo sữa bột galatine,kẹo sữa bột vị sô cô la đen galatine,34.565365
kẹo sữa bột galatine,kẹo nougat,10.329372
có  bánh sô cô la trong hộp,có  bánh sôcôla trong hộp,37.94474
có  bánh sô cô la trong hộp,có  bánh kẹp kem trong hộp,36.31202
vitamina c,vitamina e,11.025056
vitamina c,vitamina b6,11.025056
tỏi củ,tỏi,9.514341
tỏi củ,tỏi tươi,8.895108
có thể có chứa sữa,có thể có chứa,29.432413
có thể có chứa sữa,có thể có chứa lạc,28.285416
tinh bột sắn chất điều chỉnh độ axit,chất điều chỉnh độ axit,38.30651
tinh bột sắn chất điều chỉnh độ axit,đường chất điều chỉnh độ axit,36.853344
s e412,s,12.158652
s e412,s tươi,11.367317
mứt chuối,chuối,10.558317
mứt chuối,hương chuối,9.871138
mạch nha tinh bột bắp,tinh bột bắp,26.032124
mạch nha tinh bột bắp,maltose tinh bột bắp,24.911077
chất giữ ẩm từ glycerin,chất giữ ẩm glycerin,33.71249
chất giữ ẩm từ glycerin,chất giữ ẩm,25.333147
bb e127m,bb 12,10.751766
bb e127m,bb e127,10.751766
bột hương thịt heo tự nhiên,bột hương thịt,22.99287
bột hương thịt heo tự nhiên,bột hương tự nhiên,21.333488
phụ gia khác không sử dụng,không sử dụng khi sản phẩm hết hạn sử dụng,23.625486
phụ gia khác không sử dụng,phụ gia,20.393423
thit bò sấy thăng hoa,paro sấy thăng hoa,28.537952
thit bò sấy thăng hoa,nấm sấy thăng hoa,28.537952
hương khoai môn tự nhiên,hương khoai môn,25.986849
hương khoai môn tự nhiên,hương khoai môn tổng hợp,23.773258
glucose thực phẩm,glucose cho thực phẩm,20.32998
glucose thực phẩm,thực phẩm,13.0300455
sodium dehydroacetate,"e266 , Natri dehydroacetat , Sodium dehydroacetate",27.855587
sodium dehydroacetate,sodium,7.040323
màu curcamin tổng hợp,màu tổng hợp,15.365557
màu curcamin tổng hợp,màu caramel tổng hợp,14.590368
hỗn hợp sô cô la sữa,hỗn hợp sô cô la,39.968994
hỗn hợp sô cô la sữa,hỗn hợp sô cô la trắng,38.480137
"e402 , Kali alginat , Potassium alginate","e403 , Amoni alginat , Ammonium alginate",14.636879
"e402 , Kali alginat , Potassium alginate","e404 , Calci alginat , Calcium alginate",14.636879
tinh xuyên tiêu,xuyên tiêu,23.473633
tinh xuyên tiêu,tiêu,10.088137
disodium guanylate,disodium e5 guanylate,16.748154
disodium guanylate,disodium e5' guanylate,16.748154
bột chiết xuất thịt bò,chiết xuất thịt bò,33.222576
bột chiết xuất thịt bò,8 chiết xuất thịt bò,31.908798
cá từ nước mắm,nước mắm,20.407318
cá từ nước mắm,hương nước mắm,19.393887
e320 hoặc e321,e320 e321,20.622904
e320 hoặc e321,e320,11.500251
dịch protein,protein,9.814203
dịch protein,rau protein,9.175454
"e163_v , Màu bắp cải đỏ , Red cabbage colour",màu bắp cải đỏ,49.51538
"e163_v , Màu bắp cải đỏ , Red cabbage colour","e163_viii , Màu củ cải đỏ , Red radish colour",32.995773
dầu crypthecodinium cohnii,dha từ dầu tảo crypthecodinium cohnii,20.844635
dầu crypthecodinium cohnii,cholin dha ti dau tão crypthecodinium cohnii,20.010181
kali,muối kali,10.007439
kali,acesulfame kali,10.007439
dextrin e1400,"e1400 , Dextrin, tinh bột rang , Dextrins, roasted starch",14.267826
dextrin e1400,dextrin,12.158652
chất chống oxy hóa e,chất chống oxy hóa e e300,36.67908
chất chống oxy hóa e,chất chống oxy hóa,27.341995
"e387 ,  , oxystearin","e965 ,  , maltitol",5.368336
"e387 ,  , oxystearin","e558 ,  , bentonite",5.368336
hương tự nhiên dùng cho thực phẩm,hương giống tự nhiên dùng cho thực phẩm,39.480904
hương tự nhiên dùng cho thực phẩm,hương liệu tự nhiên dùng cho thực phẩm,39.480904
hương yến tổng hợp,hương tổ yến tổng hợp,25.327503
hương yến tổng hợp,hương yến,16.07586
5 µg,8 µg,11.367317
5 µg,5',10.704107
dầu đậu,dầu đậu hành,14.773214
dầu đậu,dầu đậu nành,14.773214
lá nguyệt quả,lá nguyệt quế,20.489937
lá nguyệt quả,quả,9.814203
bột giấm,giấm,12.158652
bột giấm,gia vị giấm,10.672695
dịch trích từ đậu nành hạt,nước dịch trích từ đậu nành hạt,52.127735
dịch trích từ đậu nành hạt,dịch trích từ đậu hành hạt,42.370346
ngũ cốc có gluten,sản phẩm có chứa ngũ cốc có gluten,35.65147
ngũ cốc có gluten,ngũ cốc có chứa gluten,34.67931
bột sữa toàn phần,sữa toàn phần,33.355392
bột sữa toàn phần,sữa toàn phần bổ sung lecithin,19.929073
không chất phụ gia,chất phụ gia,34.084835
không chất phụ gia,không phụ gia,28.472095
cấu thực vật,thực vật,15.147134
cấu thực vật,đạm thực vật,14.397413
cà chua cắt hạt lựu,surimi mô phỏng chả cua hạt lựu,19.828022
cà chua cắt hạt lựu,cà chua,17.149822
hương liệu,không hương liệu,18.295776
hương liệu,các hương liệu,18.295776
glucose khan,d glucose khan,23.311535
glucose khan,glucose,10.304338
sáp carnauba,"e903 , Sáp carnauba , Carnauba wax",30.415205
sáp carnauba,sáp carnauba e903,21.98884
đậu phộng rang,đậu phộng,16.693058
đậu phộng rang,đậu phộng nghiên,15.860787
glucuronolactone,d glucuronolactone,11.825552
được chọn lọc kỹ càng với quy trình sản xuất hiện đại,được ươm trồng tại thái nguyên theo quy trình sản xuất sạch,29.504414
được chọn lọc kỹ càng với quy trình sản xuất hiện đại,hỗn hợp ngũ cốc misura được chọn lọc,19.698223
tỏi chất điều vị,chất điều vị,22.494715
tỏi chất điều vị,c chất điều vị,21.524105
màu thực phẩm tự nhiên tùy theo vị bao gồm,màu thực phẩm tự nhiên,34.186043
