query,match,score,jacc_score
quả nghiên cô đặc,quả nghiền cô đặc,17.991367,0.75
quả nghiên cô đặc,nước ép quả cô đặc,16.961891,0.75
quả nghiên cô đặc,nước cốt cô đặc quả chokeberry,16.04737,0.75
quả nghiên cô đặc,nước ép hoa quả cô đặc,16.04737,0.75
quả nghiên cô đặc,nước ép quả mâm xôi cô đặc,15.229151,0.75
dầu ăn tinh luyện,dầu tinh luyện,17.710175,0.75
dầu ăn tinh luyện,dầu cọ tinh luyện,16.630024,0.75
dầu ăn tinh luyện,dầu olein tinh luyện,16.630024,0.75
dầu ăn tinh luyện,dầu nành tinh luyện,16.630024,0.75
dầu ăn tinh luyện,dầu mè tinh luyện,16.630024,0.75
dầu ăn tinh luyện,dầu dừa tinh luyện,16.630024,0.75
dầu ăn tinh luyện,dầu olive tinh luyện,16.630024,0.75
dầu ăn tinh luyện,dầu thực vật tinh luyện,15.678311,0.75
dầu ăn tinh luyện,dầu đậu nành tinh luyện,15.678311,0.75
boa rô,hành boa rô,19.712215,1.0
muối hạt,hạt điều rang muối,9.784493,1.0
jambon,hương jambon tổng hợp,9.557278,1.0
nước bão hào hòa co2,nước bão hòa co2,31.442348,0.8
sô cô la compound caramel,sô cô la compound trắng,33.188084,0.8
hương mè tổng hợp,hương tổng hợp,12.247448,0.75
hương mè tổng hợp,hỗn hợp hương tổng hợp,11.922316,0.75
hương mè tổng hợp,hương năm hương tổng hợp,11.775769,0.75
hương mè tổng hợp,hương nấm hương tổng hợp,11.775769,0.75
hương mè tổng hợp,hương hương thảo tổng hợp,11.775769,0.75
hương mè tổng hợp,hương liệu tổng hợp,11.521962,0.75
hương mè tổng hợp,hương vani tổng hợp,11.521962,0.75
hương mè tổng hợp,hương thịt tổng hợp,11.521962,0.75
hương mè tổng hợp,hương bò tổng hợp,11.521962,0.75
chất xử lý bột protease,chất xử lý bột,27.917732,0.8
si rô hàm lượng fructose cao,si rô ngô hàm lượng cao fructose,38.224644,1.0
nước cam ép cô đặc,nước cam ép từ nước cam cô đặc,27.875385,1.0
nước cam ép cô đặc,nước ép cam cô đặc,26.146385,1.0
nước cam ép cô đặc,nước ép cô đặc,23.795116,0.8
nước cam ép cô đặc,nước táo ép cô đặc,22.647642,0.8
nước cam ép cô đặc,từ nước ép cô đặc,22.647642,0.8
nước cam ép cô đặc,nước nho ép cô đặc,22.647642,0.8
nước cam ép cô đặc,nước cam hoàn nguyên từ nước cam cô đặc,21.414207,0.8
nước cam ép cô đặc,nước ép cô đặc từ trái cây,20.678041,0.8
acid điều chỉnh,chất điều chỉnh acid,18.726635,1.0
acid điều chỉnh,chất điều chỉnh độ acid,17.656189,1.0
acid điều chỉnh,chất điều chỉnh đô acid,17.656189,1.0
acid điều chỉnh,chất điều chỉnh đỗ acid,17.656189,1.0
acid điều chỉnh,chất điều chỉnh độ acid acid malic,17.590534,1.0
acid điều chỉnh,chất điều chỉnh độ độ acid,16.705181,1.0
acid điều chỉnh,chất điều chỉnh độ e acid,16.705181,1.0
acid điều chỉnh,chứa chất điều chỉnh độ acid,16.705181,1.0
acid điều chỉnh,chất điều chỉnh asifier hix độ acid,15.854231,1.0
plain caramel,caramel i plain,16.417782,1.0
plain caramel,caramel l plain,16.417782,1.0
plain caramel,màu thực phẩm tự nhiên caramel i plain,11.934557,1.0
phẩm màu hỗn hợp,hỗn hợp màu thực phẩm,17.17924,1.0
phẩm màu hỗn hợp,phẩm màu tổng hợp,12.681234,0.75
phẩm màu hỗn hợp,phẩm màu thực phẩm tổng hợp,11.884052,0.75
phẩm màu hỗn hợp,phẩm màu beta caroten tổng hợp,11.316723,0.75
phẩm màu hỗn hợp,màu thực phẩm tổng hợp,10.863726,0.75
phẩm màu hỗn hợp,phẩm màu tổng hợp caramen nhóm iii,10.742041,0.75
bột nhão cà chua,bột cà chua,16.290546,0.75
bột nhão cà chua,bột gia vị hương cà chua,13.716487,0.75
bột riềng,bột dong riềng,12.657172,1.0
nguyên liệu có chứa đậu phộng,thành phần nguyên liệu có chứa đậu nành,25.000362,0.8333333333333334
màu thực phẩm tong hop,phẩm màu tong hop,27.419096,0.8
màu thực phẩm tong hop,màu thực phẩm tổng hop,22.215315,0.8
hương dưa hấu nhân tạo,hương dưa lưới nhân tạo,21.640463,0.8
bột xù,bột chiên xù,12.986614,1.0
bột xù,bột chiến xù,12.986614,1.0
xơ lúa mì,chất xơ lúa mì,21.095446,1.0
xơ lúa mì,chất xơ từ lúa mì,17.140015,1.0
xơ lúa mì,chất xơ hòa tan từ tinh bột lúa mì,13.954647,1.0
hàm lượng nhân sâm cho,hàm lượng hồng sâm cho,30.205946,0.8
đường kinh,đường kinh trắng,15.751743,1.0
dịch chiết xuất từ malt,dịch chiết xuất từ cá,23.819178,0.8
dịch chiết xuất từ malt,dịch chiết xuất từ gà,23.819178,0.8
dịch chiết xuất từ malt,dịch chiết xuất từ đậu nành,22.910831,0.8
hương bò tự nhiên,hương bò giống tự nhiên,17.008358,1.0
hương bò tự nhiên,hương tự nhiên giống tự nhiên,12.606762,0.75
hương bò tự nhiên,hương tự nhiên,12.495657,0.75
hương bò tự nhiên,hương giống hương tự nhiên,11.988817,0.75
hương bò tự nhiên,hương liệu tự nhiên,11.751296,0.75
hương bò tự nhiên,hương giống tự nhiên,11.751296,0.75
hương bò tự nhiên,hương chanh tự nhiên,11.751296,0.75
hương bò tự nhiên,hương vani tự nhiên,11.751296,0.75
hương bò tự nhiên,hương cam tự nhiên,11.751296,0.75
nước nho trắng từ nước nho trắng cô đặc,nước nho trắng từ nước ép nho trắng cô đặc,57.574875,1.0
nước nho trắng từ nước nho trắng cô đặc,nước nho trắng từ nước ép nho trắng cố đặc,50.142258,0.8333333333333334
cacao nguyên chất,khối cacao nguyên chất,18.17704,1.0
sản phẩm không dùng cho người bị dị ứng với các thành phần sau,sản phẩm không dùng cho người dị ứng với các thành phần sau,75.2755,0.9285714285714286
sản phẩm không dùng cho người bị dị ứng với các thành phần sau,sản phẩm không dùng cho người d ứng với các thành phần sau,67.90452,0.8571428571428571
sản phẩm không dùng cho người bị dị ứng với các thành phần sau,sản phẩm không dành cho người dị ứng với các thành phần sau,65.85448,0.8571428571428571
sản phẩm không dùng cho người bị dị ứng với các thành phần sau,sản phẩm không dùng cho người dị ứng với các thành phần bột mì,65.7334,0.8571428571428571
sản phẩm không dùng cho người bị dị ứng với các thành phần sau,hương vani tổng hợp protein sữa sản phẩm không dùng cho người dị ứng với các thành phần sau,64.2939,0.9285714285714286
sản phẩm không dùng cho người bị dị ứng với các thành phần sau,không sử dụng cho người dị ứng với các thành phần của sản phẩm,54.5753,0.7857142857142857
vitamin k2 tu nhiên,vitamin k2 tự nhiên,20.007574,0.75
sữa toàn phần bổ sung,sữa bột toàn phần bổ sung,36.485256,1.0
disodium e5' ribonucleotide,disodium e5 ribonucleotide,27.857195,1.0
bột đậu nành tách béo,đậu nành tách béo,27.070831,0.8
bột đậu nành tách béo,bột đậu nành đã tách béo,26.002981,1.0
bột đậu nành tách béo,bột đậu nành đã khử béo,17.676132,0.8
sữa hạt óc chó,hạt óc chó,26.449612,0.75
sữa hạt óc chó,dịch hạt óc chó,25.11755,0.75
dịch quả chà là,mảnh quả chà là,26.59754,0.75
màu điều,dầu màu điều,11.684033,1.0
màu điều,màu điều tự nhiên,11.0160675,1.0
màu điều,hạt điều màu,10.47967,1.0
màu điều,bột điều màu,10.47967,1.0
tôm từ sản phẩm khác sản xuất trên cùng dây chuyền,cá từ sản phẩm khác sản xuất trên cùng dây chuyền,61.66169,0.9
tôm từ sản phẩm khác sản xuất trên cùng dây chuyền,cả từ sản phẩm khác sản xuất trên cùng dây chuyển,53.23426,0.8
sulfat,kẽm sulfat,8.947035,1.0
sulfat,mangan sulfat,8.947035,1.0
sulfat,đồng sulfat,8.947035,1.0
sulfat,sắt sulfat,8.947035,1.0
sulfat,kem sulfat,8.947035,1.0
sulfat,såt sulfat,8.947035,1.0
sulfat,dong sulfat,8.947035,1.0
sulfat,đóng sulfat,8.947035,1.0
sulfat,këm sulfat,8.947035,1.0
sodium pyrophosphate,sodium acid pyrophosphate,16.54474,1.0
chất nhũ hóa dùng cho thực phẩm,chất nhũ hóa dùng trong thực phẩm,30.195953,0.8571428571428571
chất nhũ hóa dùng cho thực phẩm,chứa chất nhũ hóa như chất điều hòa thực phẩm cho phép,22.967907,0.8571428571428571
dioxyd titan,màu dioxyd titan tổng hợp,18.848673,1.0
dioxyd titan,màu dioxyd titan nhân tạo,18.848673,1.0
màu paprika,màu paprika tự nhiên,12.808992,1.0
màu paprika,phẩm màu paprika oleoresin tự nhiên,11.466678,1.0
màu paprika,chất tạo màu paprika oleoresin tự nhiên,10.899052,1.0
màu paprika,màu tự nhiên paprika oleoresin,10.78651,1.0
màu paprika,màu đỏ ớt tự nhiên paprika,10.125177,1.0
hương socola,hương socola tổng hợp,12.0986,1.0
hương socola,hương socola tự nhiên,12.0986,1.0
sữa chế biến,bột sữa gầy chế biến,17.406633,1.0
sản phẩm chứa đạm sữa,sản phẩm có chứa đạm sữa,24.577854,1.0
sản phẩm chứa đạm sữa,sản phẩm chứa sôcôla sữa,18.139977,0.8
sản phẩm chứa đạm sữa,sản phẩm có chứa sữa,16.40842,0.8
sản phẩm chứa đạm sữa,sản phẩm có thể chứa sữa,15.510268,0.8
sản phẩm chứa đạm sữa,nước sản phẩm có chứa sữa,15.510268,0.8
sản phẩm chứa đạm sữa,sản phẩm có chứa chế phẩm từ sữa,15.126957,0.8
có thể chứa gluten,sản phẩm có thể chứa gluten,22.868465,1.0
có thể chứa gluten,có thể chứa dấu vết gluten,20.819813,1.0
có thể chứa gluten,có thể chứa ngũ cốc với gluten,19.877705,1.0
có thể chứa gluten,có thể chứa,17.378857,0.75
có thể chứa gluten,có thể chứa sữa,16.558342,0.75
có thể chứa gluten,có thể chứa trứng,16.558342,0.75
có thể chứa gluten,có thể chứa cá,16.558342,0.75
có thể chứa gluten,có thể chứa tôm,16.558342,0.75
có thể chứa gluten,có thể chứa vết,16.558342,0.75
arôme naturel,arôme naturel de vanille,21.32788,1.0
dầu thực vật đã hydro hóa,dầu thực vật đã hydro hóa hoàn toàn,37.864815,1.0
dầu thực vật đã hydro hóa,protein thực vật đã hydro hóa,34.909023,0.8333333333333334
dầu thực vật đã hydro hóa,không chất béo thực vật đã hydro hóa,32.495705,0.8333333333333334
dầu thực vật đã hydro hóa,dầu thực vật hydro hóa,29.457005,0.8333333333333334
dầu thực vật đã hydro hóa,dầu thực vật không hydro hóa,28.101791,0.8333333333333334
dầu thực vật đã hydro hóa,dầu thực vật hydro hóa một phần,26.872673,0.8333333333333334
sữa hạnh nhân,sữa hạt hạnh nhân,19.216318,1.0
ca,ca cao,7.5645666,1.0
ca,mắc ca,7.5645666,1.0
ca,bột ca cao,6.99624,1.0
ca,bơ ca cao,6.99624,1.0
ca,ca cao mass,6.99624,1.0
ca,ca cao khối,6.99624,1.0
ca,hạt mắc ca,6.99624,1.0
ca,ca cao rắn,6.99624,1.0
ca,ca cao lỏng,6.99624,1.0
các sản phẩm của,các sản phẩm của chúng,23.12004,1.0
các sản phẩm của,các sản phẩm từ vỏ của chúng,19.494282,1.0
các sản phẩm của,sản phẩm của chúng,17.008337,0.75
các sản phẩm của,sản phẩm của sữa,17.008337,0.75
các sản phẩm của,sản phẩm có chứa các sản phẩm từ cá,15.80024,0.75
các sản phẩm của,sản phẩm có chứa các sản phẩm từ tôm,15.80024,0.75
các sản phẩm của,các sản phẩm từ sữa,15.736687,0.75
các sản phẩm của,sản phẩm có chứa những sản phẩm của lúa mì,14.644485,0.75
các sản phẩm của,các sản phẩm có chứa đậu phộng,14.495484,0.75
dịch chiết nấm men,chất chiết nấm men,19.196602,0.75
dịch chiết nấm men,chiết xuất nấm men,17.410627,0.75
dịch chiết nấm men,bột chiết xuất nấm men,16.447662,0.75
dịch chiết nấm men,chất chiết xuất nấm men,16.447662,0.75
dịch chiết nấm men,chiết xuất nấm men dạng bột,15.589288,0.75
có chứa gluten lúa mì,có chứa lúa mì,20.341173,0.8
có chứa gluten lúa mì,sản phẩm có chứa lúa mì,18.30258,0.8
có chứa gluten lúa mì,có chứa lúa mì contain wheat,18.30258,0.8
có chứa gluten lúa mì,có thể chứa lúa mì,18.105068,0.8
có chứa gluten lúa mì,sản phẩm có chứa nguyên lúa mì,17.43442,0.8
chiết xuất hành tỏi,chiết xuất hành,17.528374,0.75
chiết xuất hành tỏi,chiết xuất tỏi,17.25599,0.75
chiết xuất hành tỏi,chiết xuất hành tây,16.670273,0.75
chiết xuất hành tỏi,chiết xuất cá chiết xuất hành,16.49173,0.75
chiết xuất hành tỏi,hành chiết xuất ớt,14.913034,0.75
ớt bột hàn quốc,bột ớt kiểu hàn quốc,23.618092,1.0
ớt bột hàn quốc,ớt hàn quốc,23.49634,0.75
ớt bột hàn quốc,ớt giống hàn quốc nguyên chất,19.782784,0.75
ớt bột hàn quốc,bột gia vị gà nướng hàn quốc,16.615473,0.75
từ đầu nành,dịch trích từ hạt đầu nành,15.465761,1.0
dầu thực vật đạm đậu nành,đạm thực vật thủy phân từ đậu nành,21.981236,0.8333333333333334
dầu thực vật đạm đậu nành,đạm thực vật thuỷ phân từ đậu nành,21.981236,0.8333333333333334
đường high fructose corn syrup,high fructose corn syrup,38.747223,0.8
bột mỳ nguyên cám,bột nguyên cám,17.155115,0.75
bột mỳ nguyên cám,bột mì nguyên cám,16.110838,0.75
bột mỳ nguyên cám,bột lúa mì nguyên cám,15.190546,0.75
bột mỳ nguyên cám,bột yến mạch nguyên cám,15.190546,0.75
bột mỳ nguyên cám,gồm bột lúa mì nguyên cám,14.372881,0.75
bột mỳ nguyên cám,bột lúa mì nguyên cám hữu cơ,13.641199,0.75
ức gà,thịt ức gà,18.31905,1.0
ức gà,thịt ức gà tươi,17.346027,1.0
nước ép đào cô đặc,nước đào ép từ nước đào cô đặc,28.251616,1.0
nước ép đào cô đặc,nước ép cô đặc,22.64817,0.8
nước ép đào cô đặc,nước ép táo cô đặc,21.433285,0.8
nước ép đào cô đặc,nước ép chanh cô đặc,21.433285,0.8
nước ép đào cô đặc,nước ép dâu cô đặc,21.433285,0.8
nước ép đào cô đặc,nước ép quả cô đặc,21.433285,0.8
nước ép đào cô đặc,nước ép cam cô đặc,21.433285,0.8
nước ép đào cô đặc,nước ép nho cô đặc,21.433285,0.8
nước ép đào cô đặc,nước ép dầu cô đặc,21.433285,0.8
đường dầu thực vật,dầu thực vật đường,21.737532,1.0
đường dầu thực vật,dầu thực vật,17.983393,0.75
đường dầu thực vật,dầu thực vật từ,17.101254,0.75
đường dầu thực vật,dầu thực vật tinh luyện,16.308952,0.75
đường dầu thực vật,dầu thực vật hydro hóa,16.308952,0.75
đường dầu thực vật,hỗn hợp dầu thực vật,16.308952,0.75
đường dầu thực vật,dầu thực vật tỉnh luyện,16.308952,0.75
đường dầu thực vật,dầu thực vật hỗn hợp,16.308952,0.75
đường dầu thực vật,dầu thực vật không hydro hóa,15.59252,0.75
nước tương lên men,tương đậu nành lên men,18.54397,0.75
nước tương lên men,bột lên men từ đậu tương,17.564936,0.75
nước tương lên men,nước trái nho lên men,16.762203,0.75
nước tương lên men,nước táo lên men với sucrose,15.892411,0.75
nước tương lên men,nước táo lên men với sucrose cider,15.111323,0.75
bột gia vị hành chua,bột gia vị hương hành,18.918484,0.8
bột gia vị hành chua,bột gia vị hương cà chua,18.293823,0.8
bột gia vị hành chua,gia vị hạt cần này bột hành tây,15.022055,0.8
sữa hạt nguyên chất,tiêu đen hạt nguyên chất,14.741716,0.75
sữa hạt nguyên chất,sữa nguyên chất,14.017932,0.75
sữa hạt nguyên chất,sữa bột nguyên chất,13.192882,0.75
sữa hạt nguyên chất,bột sữa nguyên chất,13.192882,0.75
sữa hạt nguyên chất,sữa tươi nguyên chất,13.192882,0.75
sữa hạt nguyên chất,dầu hạt cải nguyên chất,12.774559,0.75
sữa hạt nguyên chất,sữa bò tươi nguyên chất,12.463179,0.75
sữa hạt nguyên chất,bột sữa bò nguyên chất,12.463179,0.75
đậu nành nước ngoài,nước tương đậu nành,14.196476,0.75
đậu nành nước ngoài,nước cốt đậu nành,14.196476,0.75
đậu nành nước ngoài,nước dịch trích từ đậu nành hạt,12.027874,0.75
bột nghêu gia vị,bột gia vị,14.185217,0.75
bột nghêu gia vị,bột gia vị ớt,13.352617,0.75
bột nghêu gia vị,bột gia vị bò,13.352617,0.75
bột nghêu gia vị,bột gia vị gà,13.352617,0.75
bột nghêu gia vị,bột gia vị te20,13.352617,0.75
bột nghêu gia vị,bột gia vị tôm,13.352617,0.75
bột nghêu gia vị,bột gia vị cay,13.352617,0.75
bột nghêu gia vị,bột gia vị bbq,13.352617,0.75
hạt thông,bơ hạt thông,14.514847,1.0
trứng cá,cá trứng,12.3947735,1.0
trứng cá,trứng cá tẩm gia vị,11.687198,1.0
vitamin k2 tự nhiên,vitamin k2 tu nhiên,20.007574,0.75
vitamin k2 tự nhiên,vitamin e tự nhiên,14.652386,0.75
chiết xuất vani tự nhiên,chiết xuất màu ớt tự nhiên,16.466736,0.8
chiết xuất vani tự nhiên,chiết xuất cỏ ngọt tự nhiên,16.466736,0.8
chiết xuất vani tự nhiên,bột trà chiết xuất tự nhiên,16.466736,0.8
chiết xuất vani tự nhiên,màu tự nhiên được chiết xuất từ,15.688213,0.8
chiết xuất vani tự nhiên,chiết xuất tự nhiên từ đạm thực vật,14.98228,0.8
chiết xuất vani tự nhiên,chiết xuất đậu nành lên men tự nhiên,14.98228,0.8
sunfit,sản phẩm có chứa sunfit,8.933036,1.0
muối sản phẩm có chứa mè,sản phẩm có chứa mè,27.527903,0.8333333333333334
muối sản phẩm có chứa mè,sản phẩm có thể chứa mè,24.082384,0.8333333333333334
màu tổng hợp erythrosin,chất tạo màu erythrosin tổng hợp,19.08637,1.0
màu tổng hợp erythrosin,erythrosin tổng hợp,18.24679,0.75
màu tổng hợp erythrosin,chất tạo màu erythrosin tổng hợp gói xốt,17.152933,1.0
màu tổng hợp erythrosin,màu tổng hợp,15.514594,0.75
màu tổng hợp erythrosin,màu  tổng hợp,15.514594,0.75
màu tổng hợp erythrosin,phẩm màu tổng hợp,14.799941,0.75
màu tổng hợp erythrosin,màu tổng hợp caramen,14.799941,0.75
màu tổng hợp erythrosin,chất tạo màu tổng hợp,14.153816,0.75
màu tổng hợp erythrosin,màu tổng hợp sunset yellow,14.153816,0.75
mono and diglycerides,mono and diglycerides of fatty acids,28.209217,1.0
tổng hợp dùng cho thực phẩm,hương tổng hợp dùng cho thực phẩm,31.780642,1.0
tổng hợp dùng cho thực phẩm,hương liệu tổng hợp dùng cho thực phẩm,30.730436,1.0
tổng hợp dùng cho thực phẩm,hương vani tổng hợp dùng cho thực phẩm,30.730436,1.0
tổng hợp dùng cho thực phẩm,hương cam tổng hợp dùng cho thực phẩm,30.730436,1.0
tổng hợp dùng cho thực phẩm,hương dâu tổng hợp dùng cho thực phẩm,30.730436,1.0
tổng hợp dùng cho thực phẩm,hương bò tổng hợp dùng cho thực phẩm,30.730436,1.0
tổng hợp dùng cho thực phẩm,hương sôcôla tổng hợp dùng cho thực phẩm,30.730436,1.0
tổng hợp dùng cho thực phẩm,hương thịt tổng hợp dùng cho thực phẩm,30.730436,1.0
tổng hợp dùng cho thực phẩm,hương nho tổng hợp dùng cho thực phẩm,30.730436,1.0
từ hạt đậu nành,dịch trích từ hạt đậu nành,20.464363,1.0
từ hạt đậu nành,chiết xuất từ hạt đậu nành,20.464363,1.0
từ hạt đậu nành,hạt đậu nành,17.203001,0.75
từ hạt đậu nành,dịch trích từ đậu nành hạt,16.550833,1.0
từ hạt đậu nành,nước dịch trích từ đậu nành hạt,15.683932,1.0
từ hạt đậu nành,từ đậu nành,15.088316,0.75
từ hạt đậu nành,lecithin từ đậu nành,14.1737385,0.75
từ hạt đậu nành,chiết xuất từ đậu nành,13.367389,0.75
từ hạt đậu nành,sản phẩm từ đậu nành,13.367389,0.75
xốt,gói xốt,7.6606956,1.0
xốt,xốt mayonnaise,7.6606956,1.0
xốt,xốt dâu,7.6606956,1.0
xốt,xốt tương,7.6606956,1.0
xốt,xốt cà,7.6606956,1.0
xốt,xốt lea,7.6606956,1.0
xốt,xốt xương,7.6606956,1.0
xốt,xốt cà chua,7.085147,1.0
xốt,xốt gia vị,7.085147,1.0
vitamin e tự nhiên,vitamin k2 tự nhiên,14.652386,0.75
bột lúa mì cứng semolina,lúa mì cứng semolina,33.30343,0.8
bột lúa mì cứng semolina,bột mì lúa cứng semolina,30.187738,1.0
bột lúa mì cứng semolina,bột lúa mì cứng,25.643661,0.8
bột lúa mì cứng semolina,bột hạt lúa mì cứng,23.185234,0.8
hương cam nhân tạo,hương nhân tạo,15.761561,0.75
hương cam nhân tạo,hương liệu nhân tạo,14.843182,0.75
hương cam nhân tạo,hương vani nhân tạo,14.843182,0.75
hương cam nhân tạo,hương vị nhân tạo,14.843182,0.75
hương cam nhân tạo,hương nho nhân tạo,14.843182,0.75
hương cam nhân tạo,hương dâu nhân tạo,14.843182,0.75
hương cam nhân tạo,hương chanh nhân tạo,14.843182,0.75
hương cam nhân tạo,hương xoài nhân tạo,14.843182,0.75
hương cam nhân tạo,hương cua nhân tạo,14.843182,0.75
bột gia vị thơm cay,bột gia vị cay,21.709402,0.8
bột gia vị thơm cay,bột gia vị ngọt cay,20.565632,0.8
bột gia vị thơm cay,bột gia vị gà cay phô mai hàn quốc,17.033768,0.8
nước dùng,hương nước dùng tổng hợp,10.210175,1.0
nước dùng,hương nước tương tổng hợp dùng trong thực phẩm,7.1209607,1.0
dầu hạt cải có hàm lượng axit erucic thấp,dầu hạt cải hàm lượng axit erucic thấp,56.7582,0.8888888888888888
dầu hạt cải có hàm lượng axit erucic thấp,dầu hạt cải có hàm lượng erucic acid thấp,48.296986,0.8888888888888888
dầu hạt cải có hàm lượng axit erucic thấp,dầu hạt cải hãm lượng axit erucic thấp,47.443977,0.7777777777777778
chất tạo màu erythrosine tổng hợp xốt,chất tạo màu erythrosin tổng hợp gói xốt,24.801601,0.8571428571428571
giuten từ lúa mì,từ lúa mì,18.040613,0.75
giuten từ lúa mì,protein từ lúa mì,17.167604,0.75
giuten từ lúa mì,chất xơ từ lúa mì,16.382011,0.75
giuten từ lúa mì,từ gluten lúa mì,15.426384,0.75
giuten từ lúa mì,sản phẩm có chứa nguyên liệu từ lúa mì,13.883432,0.75
giuten từ lúa mì,sản phẩm có chứa thành phần từ lúa mì,13.883432,0.75
giuten từ lúa mì,các nguyên liệu có nguồn gốc từ lúa mì,13.883432,0.75
giuten từ lúa mì,từ lõi của hạt lúa mì,13.7885475,0.75
giuten từ lúa mì,sản phẩm chứa nguyên liệu có nguồn gốc từ lúa mì,12.913204,0.75
hoặc dầu hướng dương,dầu hướng dương,23.300808,0.75
hoặc dầu hướng dương,dầu hướng dương giàu oleic,21.08195,0.75
hoặc dầu hướng dương,dầu hướng dương tinh luyện,21.08195,0.75
hoặc dầu hướng dương,dầu hướng dương nguyên chất,21.08195,0.75
hoặc dầu hướng dương,dầu hạt hướng dương,20.323868,0.75
hoặc dầu hướng dương,dầu hạt hướng dương tinh luyện,18.181435,0.75
tự nhiên sản phẩm chứa các nguyên liệu có nguồn gốc từ đậu nành,sản phẩm chứa các nguyên liệu có nguồn gốc từ đậu nành,61.03565,0.8571428571428571
tự nhiên sản phẩm chứa các nguyên liệu có nguồn gốc từ đậu nành,sản phẩm chứa nguyên liệu có nguồn gốc từ đậu nành,54.38842,0.7857142857142857
tự nhiên sản phẩm chứa các nguyên liệu có nguồn gốc từ đậu nành,chất tạo màu carmin tự nhiên sản phẩm chứa nguyên liệu có nguồn gốc từ đậu nành,53.709873,0.9285714285714286
så,bot så,11.110014,1.0
bột dong,bột dong riềng,12.973461,1.0
bột dong,bột củ dong,12.17513,1.0
dl alpha tocopheryl axetat,dl alpha tocopheryl acetat,30.153524,0.75
bò úc,nạc bò úc,15.907074,1.0
bò úc,thịt bò nhập khẩu úc,12.557919,1.0
bò úc,thịt bò nhập khẩu từ úc,11.787977,1.0
hương caramen,hương caramen tự nhiên,9.955291,1.0
hương caramen,hương caramen tổng hợp,9.955291,1.0
phụ gia thực phẩm có nguồn gốc từ thực vật,phụ gia thực phẩm có nguồn gốc thực vật,50.863873,0.8888888888888888
vani tự nhiên,hương vani tự nhiên,18.770525,1.0
vani tự nhiên,chiết xuất vani tự nhiên,17.988094,1.0
vani tự nhiên,hương vani giống tự nhiên,14.867048,1.0
tiểu,tiểu hồi,10.276905,1.0
tiểu,bột tiểu,10.276905,1.0
tiểu,tiểu hồi hương,9.504801,1.0
từ bò,từ sữa bò,10.200878,1.0
từ bò,sữa bột từ sữa bò,8.86832,1.0
từ bò,từ sữa bò thanh trùng,8.86832,1.0
từ bò,thịt bò nhập khẩu từ úc,8.324593,1.0
từ bò,bột chiết xuất từ thịt bò,8.324593,1.0
từ bò,đạm chiết xuất từ da bò,8.324593,1.0
từ bò,chất béo từ sữa bò tươi,8.324593,1.0
từ bò,sữa hoàn toàn từ sữa bò tươi,7.8436875,1.0
từ bò,sữa hoàn toàn từ sữa bò tuổi,7.8436875,1.0
đường xi rô maltose,xi rô maltose cao,26.723083,0.75
đường xi rô maltose,xi rô đường,21.596638,0.75
đường xi rô maltose,xi rô đường nghịch chuyển,19.211283,0.75
bột năm,bột năm hương,13.455503,1.0
dinati inosin e5 monophosphat,dinatri inosin e5 monophosphat,26.962337,0.75
từ lúa mạch from barley,chiết xuất từ mầm lúa mạch extract from malted barley,23.319931,1.0
nước cốt dừa tươi nguyên chất,nước cốt dừa nguyên chất,26.884674,0.8333333333333334
tiêu hạt,hạt tiêu,12.732023,1.0
tiêu hạt,hạt tiêu đen,11.775465,1.0
tiêu hạt,bột hạt tiêu đen,10.952595,1.0
tiêu hạt,tiêu đen hạt nguyên chất,10.237217,1.0
hạt lúa mì,hạt lúa mì cứng,17.633621,1.0
hạt lúa mì,bột hạt lúa mì cứng,16.833078,1.0
hạt lúa mì,từ lõi của hạt lúa mì,16.107513,1.0
hạt lúa mì,lúa mì nguyên hạt giòn,14.865921,1.0
hạt lúa mì,bột lúa mì nguyên hạt,14.865921,1.0
hạt lúa mì,lúa mì nguyên hạt hữu cơ,14.075907,1.0
mảnh quả chà là,dịch quả chà là,26.59754,0.75
hạt lúa mạch,hạt lúa mạch đen,18.102503,1.0
sản phẩm chứa nguyên liệu có nguồn gốc từ mè,sản phẩm chứa nguyên liệu có nguồn gốc từ sữa,47.98819,0.9
sản phẩm chứa nguyên liệu có nguồn gốc từ mè,sản phẩm chứa nguyên liệu có nguồn gốc từ thủy sản,47.08907,0.9
sản phẩm chứa nguyên liệu có nguồn gốc từ mè,sản phẩm chứa nguyên liệu có nguồn gốc từ đậu nành,46.590393,0.9
sản phẩm chứa nguyên liệu có nguồn gốc từ mè,sản phẩm chứa nguyên liệu có nguồn gốc từ lúa mì,46.590393,0.9
sản phẩm chứa nguyên liệu có nguồn gốc từ mè,dầu mè sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,44.12463,1.0
sản phẩm chứa nguyên liệu có nguồn gốc từ mè,sản phẩm chứa các nguyên liệu có nguồn gốc từ trứng,44.00698,0.9
sản phẩm chứa nguyên liệu có nguồn gốc từ mè,sản phẩm chứa các nguyên liệu có nguồn gốc từ thủy sản,43.194057,0.9
sản phẩm chứa nguyên liệu có nguồn gốc từ mè,sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,42.683468,0.9
sản phẩm chứa nguyên liệu có nguồn gốc từ mè,sản phẩm chứa các nguyên liệu có nguồn gốc từ đậu nành,42.683468,0.9
