SKU,Product name,Source,ingredient,Net weight,Nutrition facts?,Serving per package,Serving size,Nutrition facts,
8691216090439,Kẹo Dẻo Haribo Goldbears 80G,"topsmarket,bachhoaxanh","Siro Glucose, đường, gelatin halai (bò), nước ép quả cô đặc (táo, dâu, phúc bồn tử, cam, chanh, dứa), chất điều chỉnh độ acid (E330), quả và quả nghiền cô đặc (Rhum, táo xoắn, táo, cơm cháy, cam, lý chua đen, ki-wi, chanh, aronia, xoài, Maracuia, nho đỏ), hương liệu tự nhiên táo, dâu, phúc bồn tử, cam, chanh, dứa), dầu cọ, chất làm bóng (E901, E903), chiết xuất quả cơm cháy. Sản phẩm không chứa bất kỳ gelatin lợn hay các thành phần từ lợn",80 g,Yes,,30 g,"energy,110 kcal,carbohydrate,26 g,protein,2 g,sodium,5 mg",#VALUE!
8691216080362,Kẹo Dẻo Haribo Happy Cherries 80G,"topsmarket,bachhoaxanh","Si-rô Glu-cô, đường, Gelatine halal (bò), dextrose, chất điều
chỉnh độ acid (Axit citric), nước ép cô đặc từ trái cây và rau củ (hoa Rum, khoai lang, cà rốt, củ cải, hoa Atiso đỏ, lý chua đen Blackcurrant, tảo biển Spirulina, táo), hương liệu tự nhiên, dầu cọ, chất làm bóng (sáp camauba, sáp ong), đường nghịch chuyển. Sản phẩm không chứa bất kỳ gelatin lớn hay các thành phần tử lợn.",80 g,Yes,,100 g,"energy,334 kcal,carbohydrate,76.1 g,protein,7.5 g,sodium,0.02 g,total fat,0.1 g",#VALUE!
8691216024595,Kẹo Dẻo Haribo Happy Cola 200G,"topsmarket,bachhoaxanh","Si-rô Glu-cô và dextrose (51,3%), đường (24,5%), gelatin (bò) (6,1%), chất điều chỉnh độ acid E330, si-rô caramel, hương liệu tự nhiên (cola), dầu cọ, chất tạo bóng (E903, E907). Sản phẩm này không chứa bất kỳ gelatin lợn hay các thành phần từ lợn.  Sản phẩm có thể chứa sữa và bột mì.",200 g,Yes,,10 g,"protein,1 g,carbohydrate,9 g,total sugars,6 g,energy,37 kcal",#VALUE!
8691216018938,Kẹo Dẻo Haribo Happy Cola 30G,"topsmarket,bachhoaxanh","Si-rô Glu-cô và dextrose (51,3%), đường (24,5%), gelatin (bò) (6,1%), chất điều chỉnh độ acid E330, si-rô caramel, hương liệu tự nhiên (cola), dầu cọ, chất tạo bóng (E903, E907). Sản phẩm này không chứa bất kỳ gelatin lợn hay các thành phần từ lợn.  Sản phẩm có thể chứa sữa và bột mì.",30 g,Yes,,10 g,"protein,1 g,carbohydrate,9 g,total sugars,6 g,energy,37 kcal",#VALUE!
8691216090446,Kẹo Dẻo Haribo Happy Cola 80G,"topsmarket,bachhoaxanh","Si-rô Glu-cô và dextrose (51,3%), đường (24,5%), gelatin (bò) (6,1%), chất điều chỉnh độ acid E330, si-rô caramel, hương liệu tự nhiên (cola), dầu cọ, chất tạo bóng (E903, E907). Sản phẩm này không chứa bất kỳ gelatin lợn hay các thành phần từ lợn.  Sản phẩm có thể chứa sữa và bột mì.",80 g,Yes,,10 g,"protein,1 g,carbohydrate,9 g,total sugars,6 g,energy,37 kcal",#VALUE!
8691216090491,Kẹo Dẻo Haribo Happy Cola Sour Fresh 80G,"topsmarket,bachhoaxanh","Si-rô glucose, đường, gelatin bò, dextrose, chất điều chỉnh độ acid (acid citric, acid malic (DL-)), chất điều chỉnh độ acid (tricalci citrat, natri DL- malat), si-rô đường caramel hóa (đường, nước), hương cola tự nhiên, hương cola giống tự nhiên, chất làm bóng (sáp carnauba).",80 g,Yes,,30 g,"energy,110 kcal,protein,2 g,carbohydrate,23 g",#VALUE!
8691216098091,Kẹo Dẻo Haribo Happy Hương Nho 80G,"topsmarket,bachhoaxanh","Si rô Glu- có, đường, clain (bò), chất điều chỉnh độ acid (330), nước ép nho có đặc (2,4%), quà và quả nghiên cô đặc (cà rốt, hoa dâm bụt, bí ngô, cáo, tảo xoắn), hương giống tự nhiên (nho), dầu cọ, chất làm bóng (sáp ong, sáp carnauba).  Sản phẩm có thể chứa sữa và lúa mì.",80 g,Yes,,30 g,"energy,110 kcal,protein,2 g,carbohydrate,23 g",#VALUE!
8691216090484,Kẹo Dẻo Haribo Peaches 80G,"topsmarket,bachhoaxanh","Đường, si-rô glucose, gelatin bò-halal, chất điều chỉnh độ acid (acid citric, acid fumaric), nước ép đào có đặc, quà và quả nghiền cô đặc (hoa rum, cam, quả cơm cháy, xoài, maracuja, chanh, lý chua đen, quả aronia, nhỏ đồ), hương đào tự
nhiên, chiết xuất quả cơm cháy. Sản phẩm này không chứa bất kỳ gelatin lợn hay các thành phần từ lợn",80 g,Yes,,30 g,"energy,110 kcal,protein,2 g,carbohydrate,23 g",#VALUE!
8691216090545,Kẹo Dẻo Haribo Star Mix 160G,"topsmarket,bachhoaxanh","Si-rô Glu-cô và dextrose (52,5%); đường (23,5%); gelatin Halai (bò) (6%); chất điều chỉnh độ acid 330, hương liệu tự nhiên (cola, dâu, phúc bồn tử, cam, chanh, đứa); quả và quả nghiên cô đặc (chum, tảo xoăn, táo, cơm cháy, cam, lý chua đen, kiwi, chanh, aronia, xoài, maracuja, nho đỏ); si-rô caramel; chiết xuất quả cơm cháy, dầu cọ, chất làm bóng (901, 903). Sản phẩm này không chứa bất kỹ gelatin lợn hay các thành phân từ lợn.",160 g,No,,30 g,"energy,110 kcal,protein,2 g,total sugars,16 g",#VALUE!
8691216090477,Kẹo Dẻo Haribo Star Mix 80G,"topsmarket,bachhoaxanh","Si-rô Glu-cô và dextrose (52,5%); đường (23,5%); gelatin Halai (bò) (6%); chất điều chỉnh độ acid 330, hương liệu tự nhiên (cola, dâu, phúc bồn tử, cam, chanh, đứa); quả và quả nghiên cô đặc (chum, tảo xoăn, táo, cơm cháy, cam, lý chua đen, kiwi, chanh, aronia, xoài, maracuja, nho đỏ); si-rô caramel; chiết xuất quả cơm cháy, dầu cọ, chất làm bóng (901, 903). Sản phẩm này không chứa bất kỹ gelatin lợn hay các thành phân từ lợn.",80 g,No,,30 g,"energy,110 kcal,protein,2 g,total sugars,16 g",#VALUE!
8859578600042,Kẹo Dẻo Hình Bánh Xe Playmore Wheel 27G,"topsmarket,bachhoaxanh","Xi-rô glucose 42.75%, đường 30.29%, gelatin thịt lợn 6.43%,chất tạo ngọt tổng hợp (INS 420(i)) 1.63%, chất làm dầy (INS 440) 0.17%, dầu cọ 0.13%, chất điều chỉnh độ a xít (INS 296, INS 330), chất làm bóng (INS 903), màu Tartrazin nhân tạo (INS 102), màu Sunset yellow FCF nhân tạo (INS 110), màu Allura red AC nhân tạo (INS 129), màu Brilliant blue FCF nhân tạo (INS 133), hương dâu nhân tạo",27 g,Unclear,,,,#VALUE!
8935001714477,Kẹo Dẻo Hương Cola Chupa Chups 160G,"topsmarket,bachhoaxanh","SIRÔ GLUCOZA, ĐƯỜNG, CHẤT LÀM DẦY (TINH BỘT XỬ LÝ OXY HÓA (1404)), GELATIN, CHẤT ĐIỀU CHỈNH ĐỘ ACID (ACID CITRIC (330)), HƯƠNG COLA GIỐNG TỰ NHIÊN, DẦU THỰC VẬT, MÀU TỰ NHIÊN (CARAMEN NHÓM IV (150d)), CHẤT LÀM BÓNG (SÁP CARNAUBA (903), SÁP ONG (901)).",160 g,No,,,,#VALUE!
8935001714484,Kẹo Dẻo Hương Trái Cây Chupa Chups Bites Gói 56G,"topsmarket,bachhoaxanh","ĐƯỜNG, SIRÔ GLUCOZA, BỘT MÌ, CHẤT ĐIỀU CHỈNH ĐỘ ACID (ACID MALIC (296), ACID CITRIC (330)), DẦU THỰC VẬT HYDRO HÓA (DẦU DỪA, DẦU HƯỚNG DƯƠNG), HƯƠNG TRÁI CÂY GIỐNG TỰ NHIÊN, MÀU TỔNG HỢP (TARTRAZIN (102), ALLURA RED (129), BRILLIANT BLUE FCF (133), SUNSET YELLOW FCF (110)).",56 g,No,,,,#VALUE!
8691216090453,Kẹo Dẻo Hương Trái cây Tự Nhiên Haribo Worms 80G,"topsmarket,bachhoaxanh","Si-rô Giu- cô và dextrose (52,5%), đường (22,5%), gelatin bò (6%), siro đường nghịch đảo, chất điều chỉnh độ acid 1330, quả và quả nghiền cô đặc (thơm, khoai lang, cà rốt đen, lý chua đen, dâm bụt,  tảo xoắn, táo chanh , củ cải), hương liệu tự nhiên (táo, dâu, phúc bồn tử, cam, chanh, dứa) dầu cọ, chất làm bóng (E901, E903). Sản phẩm này không chứa bất kỳ gelatin lớn hay các thành phần từ lợn. Sản phẩm có thể chứa sữa và bột mì.",30 g,Yes,,30 g,"energy,110 kcal,protein,2 g,carbohydrate,25 g,total sugars,14 g",#VALUE!
8858870101004,Kẹo Dẻo Jelly Jongkol Miniroll 500G,"topsmarket,bachhoaxanh","Si rô đường glucose (45%), đường (40%), gelatin (7%), phẩm màu nhân tạo 10,04%) gồm: Tartrazin (INS 102), Brilliant blue FCF (INS 133), Fast green FCF (INS 143), Sunset yellow FCF (INS110) và Ponceau 4R (Cochineal red A (INS (24), hương thực phẩm nhân tạo ( 0.26%) gồm: hương cam, hương dứa, hương táo, hương vai, hương dâu tây, hương việt quất và hương hoa quả tổng hợp, chất bảo quản: sodium benzoate (INS 211) (0,05%).",500 g,Unclear,,,,#VALUE!
8858870100014,Kẹo Dẻo Jongkol BBQ 300G,"topsmarket,bachhoaxanh","Si rô đường glucose (45%), đường (40%), gelatin (7%), phẩm màu nhân tạo bao góm: Tartrazin (INS102) (0,01%), Brilliant blue FCF (INS133) (0,005%), Fast green FCF (INS143) (0,005%), Sunset yellow FCF (INS110) (0,01%) và Ponceau 4R (Cochineal red A) (INS124) (0,01%) hương thực phẩm nhân tạo bao gồm: hương cam (0,04%), hương dứa (0,05%), hương táo (0,03%), hương vải (0,05%), hương dâu tây (0,06%), hương việt quất (0,03%) và hương trái cây tổng hợp (0,03%), chất bảo quản: Natri benzoat (INS211) (0,05%), nước (7,62%)",300 g,Yes,15,20 g,"energy,70 kcal,sodium,5 mg,carbohydrate,16 g,total sugars,11 g,protein,1 g",#VALUE!
8858870101196,Kẹo Dẻo Jongkol Mini Roll 55G,"topsmarket,bachhoaxanh","Si rô đường glucose (45%), đường (40%), gelatin (7%), phẩm màu nhân tạo 10,04%) gồm: Tartrazin (INS 102), Brilliant blue FCF (INS 133), Fast green FCF (INS 143), Sunset yellow FCF (INS110) và Ponceau 4R (Cochineal red A (INS (24), hương thực phẩm nhân tạo ( 0.26%) gồm: hương cam, hương dứa, hương táo, hương vai, hương dâu tây, hương việt quất và hương hoa quả tổng hợp, chất bảo quản: sodium benzoate (INS 211) (0,05%).",55 g,Unclear,,,,#VALUE!
8858870101219,Kẹo Dẻo Jongkol Mini Sandwich 55g,"topsmarket,bachhoaxanh","Si rô đường glucose (45%), đường (40%), gelatin (7%), phẩm màu nhân tạo 10,04%) gồm: Tartrazin (INS 102), Brilliant blue FCF (INS 133), Fast green FCF (INS 143), Sunset yellow FCF (INS110) và Ponceau 4R (Cochineal red A (INS (24), hương thực phẩm nhân tạo ( 0.26%) gồm: hương cam, hương dứa, hương táo, hương vai, hương dâu tây, hương việt quất và hương hoa quả tổng hợp, chất bảo quản: sodium benzoate (INS 211) (0,05%).",55 g,Yes,20 g,20 g,"energy,70 kcal,sodium,5 mg,carbohydrate,16 g,total sugars,11 g,protein,1 g",#VALUE!
8936106030318,Kẹo Dẻo Lợi Khuẩn Huro 105G,"topsmarket,bachhoaxanh","Lợi khuẩn Bacillus subtilis (10®-10CFU/24g), đường, mạch nha, gelatin, dịch táo, chất giữ ẩm (420(i)), chất điều chỉnh độ axit (330, 270, 325), hương (dâu, ổi, cam, chanh, nho đen, trái cây) tổng hợp, phẩm màu thực phẩm tổng hợp: beta-caroten (160a(i), sunset yellow FCF(110), allura red AC (129), brilliant blue (133), dầu thực vật, chất làm bóng (903).",105 g,Unclear,,,,#VALUE!
8936106030158,Kẹo Dẻo Lợi Khuẩn Huro Hũ 168G,"topsmarket,bachhoaxanh","Lợi khuẩn Bacillus subtilis (10*-10°CFU/24g), đường, mạch nha, gelatin, dịch táo, chất giữ ẩm (420(i), chất điều chỉnh độ axit (330, 270, 325), hương (dâu, ổi, cam, chanh, nho đen, trái cây) tổng hợp, phẩm màu thực phẩm tổng hợp: beta-caroten (160a(i), sunset yellow FCF(110), allura red AC (129), brilliant blue (133), dầu thực vật, chất làm bóng (903).",168 g,Unclear,,,,#VALUE!
9556296311777,Kẹo Dẻo Lot 100 Tổng Hợp 320G,"topsmarket,bachhoaxanh","Đường, glucose, nước, nước ép hoa quả cô đặc (xoài, cam, nho, táo, dâu), dấu thực vật (dầu cọ), gelatin (từ bò), chất nhũ hóa (pectin-E440), chất tạo ngọt (sorbitol-EA20(i)), chất điều chỉnh độ chua (Citric Acid-E330, axit DL-Malic-E296, Sodium citrate-E331(i), Ascorbic Acid-E300)), màu thực phẩm (Allura red C.1.16035- E129, Tartrazine C.I.19140-E102, Sunset Yellow C.1.15985-E110, Brilliant blue C.I.142090-E133), hương tự nhiên (nho, táo, xoài, cam, dâu).",320 g,Unclear,,,,#VALUE!
8888296038578,Kẹo Dẻo Marshmallow White Mini CorNiche 200G,"topsmarket,bachhoaxanh","Glucose Syrup. đường tinh luyện, nước, Gelatine (thịt bò), Hunectant sorbitol E420, chất làm dày - bột ngô tinh luyện (E1422), chất ổn định –Trisodium Diphosphate (E450iii), hương vị thực phẩm nhân tạo (Ethyl Vanillin 0,01%), màu thực phẩm nhân tạo (FD&C Xanh #1 E133).",200 g,Yes,,100 g,"energy,333 kcal,carbohydrate,77 g,total sugars,57 g,protein,3.3 g,sodium,0.1 g",#VALUE!
8859578600912,Kẹo Dẻo Play More Kim Cương 48G,"topsmarket,bachhoaxanh","Xi-rô glucose 41.23%, đường 30.92%, nước 16.97%, gelatin (lợn) MEL MEIC 7.42%, dầu dừa 0.18%, chất làm ẩm (INS 420(i)), chất điều chỉnh độ acid INS 296, INS 330), hương dâu  nhân tạo, chất làm dày (INS 440), chất làm bóng (INS 903), màu Sunset yellow FCF nhân tạo (INS 110), màu Allura red AC nhân tạo (INS 129), màu Tartrazin nhân tạo (INS 102), màu Brilliant blue FCF nhân tạo (INS 133)",48 g,Unclear,,,,#VALUE!
8859578600103,Kẹo Dẻo Playmore Hình Bánh Cupcake 48G,"topsmarket,bachhoaxanh","Xi-rô glucose 41.11%, đường 30.84%, nước 16.97%, gelatin (lợn) 7.40%, chất làm ẩm (INS 420(ii)), chất điều chỉnh độ acid (INS 330, INS 296), hương nhân tạo (dâu, táo, cam, việt quất), dầu dừa 0.18%, chất làm dày (INS 440), chất làm bóng (INS 903), phẩm màu nhân tạo (Titan dioxyd (INS 171), Allura red AC (INS 129), Brilliant blue FCF (INS 133), Sunset yellow FCF (INS 110), Tartrazin (INS 102)).",48 g,Unclear,,,,#VALUE!
8859578600165,Kẹo Dẻo Playmore Hình Ly Cocktail 48G,"topsmarket,bachhoaxanh"," Xi-rô glucose 41.19%, đường 30.90%, nước 16.97%, gelatin (lợn) 7.41%, chất làm ẩm (INS 420(1)), chất điều chỉnh độ acid (INS 330, INS 296), hương nhân tạo (dưa hấu, táo, cam,
dâu), dầu dừa 0.18%, chất làm dày (INS 440), chất làm bóng (INS 903), phẩm màu nhân tạo (Carmin (INS 120), Tartrazin (INS 102), Sunset yellow ECF (INS 110), Brilliant blue FCF (INS 133)). ",48 g,Unclear,,,,#VALUE!
8859578600738,Kẹo Dẻo Playmore Robot 48G,"topsmarket,bachhoaxanh","Xi-rô glucose 41.22%, đường 30.91%, nước 16.97%, gelatin (lợn) 7.42%, chất làm ẩm (INS 420(i)), chất điều chỉnh độ acid (INS 330, INS 296), hương nhân tạo (dâu, táo, cam, việt quất), dầu dừa 0.18%, chất làm dày (INS 440), chất làm bóng (INS 903), phẩm màu nhân tạo (Titan dioxyd (INS 171), Allura red AC (INS 129), Brilliant blue FCF (INS 133), Sunset yellow FCF (INS 110), Tartrazin (INS 102)).",48 g,Unclear,,,,#VALUE!
8859578600073,Kẹo Dẻo Playmore Sữa Chua 64G,"topsmarket,bachhoaxanh","Xi-rô glucose 38.80%, đường 29.09%, nước 11.01%, sữa chua 9.09%, gelatin (lợn) 5.84%, nước ép trái cây cô đặc 2% (dâu, xoài, táo, đào), chất làm ẩm (INS 420(1), chất điều chỉnh độ acid (NS 330, INS 296), hương sữa chua nhân tạo, chất làm dày (INS 440), dầu dừa, chất làm bóng (INS 903),  phẩm màu nhân tạo (Titan dioxyd (INS 171), Allura red AC (INS 129), Brilliant blue FCF (INS 133), Sunset yellow FCF (INS 110), Tartrazin (INS 102)).",64 g,Unclear,,,,#VALUE!
8859578600011,Kẹo Dẻo Playmore Xếp Hình 64G,"topsmarket,bachhoaxanh","Xi-rô glucose 41.19%, đường 30.89%, nước 16.97%, gelatin (lợn) 7.12%, chất làm ẩm (INS 420(i)), chất điều chỉnh độ acid (INS 330, INS 296), hương nhân tạo (dâu, táo, cam, việt quất), dầu dừa 0.18%, chất làm dày (INS 440), chất làm bóng (INS 903), phẩm màu nhân tạo (Titan dioxyd (INS 171), Allura red AC (INS 129), Brilliant blue FCF (INS 133), Sunset yellow FCF (INS 110), Tartrazin (INS 102)).",64 g,Unclear,,,,#VALUE!
8859578600554,Kẹo Dẻo Vị Vải Playmore 48G,"topsmarket,bachhoaxanh","Xi-rô glucose 43.17%, đường 30.59%, nước 16.97%, gelatin (lợn) 5.71%, chất làm ẩm (INS 420(i)), chất điều chỉnh độ acid (INS 330, INS 296), hương nhân tạo vải nhân tạo, chất làm dày (INS 440), chất làm bóng (INS 903), phẩm màu nhân tạo  Allura red AC (INS 129)",48 g,Unclear,,,,#VALUE!
8413178265188,Kẹo Dẻo Vidal Đại Dương Vỉ 66G,"topsmarket,bachhoaxanh","Xi-rô glucose, đường, gelatin, nước, chất giữ ẩm (INS 422), chất điều chỉnh độ acid (INS 330), chất tạo gel (INS 440), hương dâu tổng hợp, trái cây và rau cô đặc (chanh, nghệ tây, củ cải, cà rốt, lý chua đen), màu Curcumin tổng hợp (INS 100(i)), màu Carmin tổng hợp (INS 120), màu Brilliant blue FCF tổng hợp (INS 133)",66 g,No,,,,#VALUE!
8413178297349,Kẹo Dẻo Vidal Hình Cây Kem 100G,"topsmarket,bachhoaxanh","Xi-rô glucose, đường, nước ép trái cây cô đặc 6% (nho, lê, dứa, đào), gelatin, chất giữ ẩm (INS 420(i)), tinh bột bắp, chất điều chỉnh độ a xít (INS 270, INS 330), trái cây và rau cô đặc (cà rốt, mật mía, táo, dâm bụt lý chưa đen, chanh, nghệ tây), chất tạo gel (INS 440), hương (vani, dâu, kem) tổng hợp, dầu thực vật từ (dừa, hạt cọ), chất làm bóng (INS 903, INS 901).",100 g,Yes,,25 g,"energy,82 kcal,total fat,0.1 g,carbohydrate,19 g,total sugars,14 g,protein,1.2 g,sodium,0.03 g",#VALUE!
8934563275174,Phở Trộn Đệ Nhất Vị Bò 84G,"topsmarket,bachhoaxanh","Vắt phở: Gạo, chất làm dầy (tinh bột xử lý oxy hóa (1404), starch acetate (120)), muối, chất nhũ hóa (lecitin đậu nành (322(i)), natri cacboxymethyl cellulose (466)).
Các gói gia vị: Dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), ớt, đường, tỏi, muối, chất điều vị (mononatri glutamat (621), dinatri 5'-inosinat (631), dinatri 5’-guanylat (627)), hành, kim chi (cá, tôm), protein lúa mì (chất tạo màu tổng hợp (caramen nhóm III (150c))), các gia vị, thịt bò 4,32 g/kg, cà chua, protein đậu nành, cà rốt sấy, cải bẹ xanh sấy, chất tạo màu tổng hợp (caramen nhóm I (150a)), hương bò tổng hợp 1,22 g/kg (đậu nành, sữa), hương tỏi tổng hợp (đậu nành), chất tạo ngọt tổng hợp (acesulfam kali (950)), hương khói tổng hợp (đậu nành), chất bảo quán (kali sorbat (202)).",84 g,Yes,1,84 g,"energy,310 kcal,total fat,7.6 g,carbohydrate,55.2 g,protein,5.1 g",#VALUE!
4903013241278,Kẹo Diamond Ring Vị Cola 10G,"topsmarket,bachhoaxanh","Đường, siro glucose, muối, hương vị cola tự nhiên, màu thực phẩm nhân tạo caramel amoni INS 150.",10 g,No,,,,#VALUE!
4903013241247,Kẹo Diamond Ring Vị Trái Cây 10G,"topsmarket,bachhoaxanh","Đường, hương dâu / nho /cam tự nhiên, glucose, chất điều chỉnh độ acid: acid citric (330), chất làm dầy: gồm Arabic (414), phẩm màu tổng hợp.",10 g,Unclear,,,,#VALUE!
4901551356201,Kẹo Đồ Chơi Sáng Tạo Làm Kem Sô Cô La 27G,"topsmarket,bachhoaxanh","Đường nho (30%), đường (20%), tinh bột (15%), tinh bột biến tính (7%), dextrin, lúa mì, dầu thực vật, si-rô bắp, chất điều chỉnh độ acid (Calci carbonat), hương liệu tổng hợp, chất tạo màu tổng hợp [phẩm màu (Caramen nhóm I (caramen nguyên chất), Beet red, Paprika oleoresin, Gardenia yellow, Beta-caroten tổng hợp), màu tự nhiên (Flavonoid, củ cải đỏ, màu xanh của lá gardenia, tảo xoắn xanh, màu vàng hoa rum)], bột ca cao (<1%), chất làm dày (E414, E415, E1204), sodium caseinate, chất nhũ hóa (E322, E471, E472(e), E491), đạm sữa, chất tạo xốp (E500(i), E500(i), E575, E450(i)), đường sữa, sữa bột tách béo, muối, chất làm bóng (E904), Chất điều chỉnh độ acid (Acid citric). Thành phần có chứa thành phần lúa mì, sữa, đậu nành. Sản phẩm này sử dụng thiết bị sản xuất chung với sản phẩm có chứa trứng",27 g,No,,,,#VALUE!
8936017569013,Kẹo Dồi Lạc Bảo Minh 220G,"topsmarket,bachhoaxanh","Lạc nhân (55%), đường kính, mạch nha, nước sạch, hương liệu tổng hợp (hương vani).",220 g,No,,,,#VALUE!
8997018480790,Kẹo Doublemint Spearmint 23.8G,"topsmarket,bachhoaxanh","CHẤT TẠO NGỌT TỔNG HỢP (SORBITOL-INS 420i, ASPARTAME-INS 951, ACESULFAME K-INS 950, SUCRALOSE-INS 955), HƯƠNG BẠC HÀ LỤC TỰ NHIÊN VÀ TỔNG HỢP, MÀU THỰC PHẨM TỔNG HỢP (TARTRAZINE-INS 102, BRILLIANT BLUE FCF-INS 133). PHENYLKETONURICS CÓ CHỨA PHENYLALANINE.",23.8 g,Yes,,2 viên,"energy,4 kcal,carbohydrate,1.3 g",#VALUE!
8934799234518,Kẹo Dừa Cơm Sầu Riêng Đậu Phộng Yến Hương 500G,"topsmarket,bachhoaxanh","NƯỚC CỐT DỪA 50%, ĐƯỜNG CÁT 22,5%, MẠCH NHA 24%, SẦU RIÊNG 2%, ĐẬU PHỘNG 1,5%.",500 g,No,,,,#VALUE!
8934563276164,Phở Trộn Đệ Nhất Thập Cẩm Cay 82G,"topsmarket,bachhoaxanh","VẮT PHỞ - Gạo, chất làm dầy (tinh bột xử lý oxy hoá (1404), starch ace tate (1420)), muối, chất nhũ hoá (lecitin đậu nành (322(i)), natri cacboxymethyl cellulose (466)).
CÁC GÓI GIA VỊ - Dầu thực vật (dầu cọ, chất chống oxy hoá (BHA (320), BHT (321))), đường, muối, chất điều vị (mononatri glutamat (621), dinatri 5'-inosinat (631), dinatri 5'-guanylat (627)), tỏi, kim chi (cá, tôm), cà chua, các gia vị, protein lúa mì (chất tạo màu tổng hợp (caramen nhóm III (150c))), me, thịt heo 4,13 g/kg, cà rốt sấy, cải bẹ xanh sấy, protein đậu nành, phẩm màu tổng hợp (caramen nhóm I (150a)), phẩm màu tự nhiên (paprika oleoresin (160c)), hương thịt tổng hợp 1,07 g/kg, chất điều chỉnh độ acid (acid citric (330)), hương hành tím phi tổng hợp (sữa), chất tạo ngọt tổng hợp (acesulfam kali (950)), chiết xuất từ ớt, chất bảo quản (kali sorbat (202)), hương khói tổng hợp (đậu nành).",82 g,Yes,1,82 g,"energy,306 kcal,total fat,7.6 g,carbohydrate,54.2 g,protein,5.1 g",#VALUE!
8850632232063,Kẹo Dứa Muối Bổ Sung Vitamin C Hartbeat 120G,"topsmarket,bachhoaxanh","Đường, si rô glucose, muối, chất điều chỉnh độ axit (E296, E330), vitamin C, hương tổng hợp, chất màu tổng hợp (E102)",120 g,Yes,30,4 g,"energy,15 kcal,carbohydrate,4 g,total sugars,3 g,sodium,60 mg,vitamin C,19 mg",#VALUE!
8934799060728,Kẹo Dừa Sữa 400G,"topsmarket,bachhoaxanh","nước cốt dừa 50%, mach nha 20%,
đường cát 22.5%,sữa 1% ,lá dứa 3,5%, phẩm màu 114",400 g,No,,,,#VALUE!
8934799123454,Kẹo Dừa Sữa Dứa Yến Hương 400G,"topsmarket,bachhoaxanh","Nước cốt dừa 50%, đường cát 22,5%, mạch nha 20%, sữa 4%, lá dứa 3,5% , phẩm màu",400 g,No,,,,#VALUE!
8934799123478,Kẹo Dừa Sữa Sầu Riêng Yến Hương 500G,"topsmarket,bachhoaxanh","Nước cốt dừa 50%, đường cát 23.5%, mạch nha 20%, sữa 4%, sầu riêng 2.5%",500 g,No,,,,#VALUE!
8934564130014,Kẹo Dynamite Chew Hương Socola Nhân Bạc Hà 125G,"topsmarket,bachhoaxanh","Đường, mạch nha, bột cacao (6.5%), chất béo thực vật, bột malt, chất giữ ẩm (420ii), bột sữa, chất làm dày (414), maltodextrin, gelatin, chất nhũ hóa (322i), hương tổng hợp, màu thực phẩm (172i, 172ii, 172iii), chất làm bóng (903).",125 g,No,,,,#VALUE!
8934564100369,Kẹo Dynamite Hương Bạc Hà Nhân Socola 330G,"topsmarket,bachhoaxanh","Đường tinh luyện, mạch nha, chất béo thực vật, bột sữa, bột cacao (2%), chất nhũ hóa (322i), vanilin, hương bạc hà tự nhiên.",330 g,No,,,,#VALUE!
8996001338063,Kẹo Fres Barley 150G,"topsmarket,bachhoaxanh","Glucose, đường tinh luyện, hương tự nhiên, tinh dầu bạc hà, muối, màu thực phẩm (Brilliant Blue FCF CI 42090)",150 g,Yes,± 17,9 g,"energy,35 kcal,carbohydrate,9 g,total sugars,7 g",#VALUE!
8991002202719,Kẹo Gingerbon Original 125G,"topsmarket,bachhoaxanh","Đường, bột sắn, gừng 10,5%, chất béo thực vật.",150 g,Yes,31,4 g,"energy,15 kcal,carbohydrate,4 g,total sugars,3 g",#VALUE!
8935001704300,Kẹo Golia Activ Plus Nhân Syro Hương Thảo Dược Thỏi 29.5G,"topsmarket,bachhoaxanh","Đường, siro Glucoza, chất làm ẩm Glycerol (422), Menthol, khuynh diệp, hương bạc hà tự nhiên, chất điều chỉnh độ chua Acid Lactic (270), Natri Lactat (325), màu tổng hợp Xanh Brilliant (133)",29.5 g,No,,,,#VALUE!
8935001702504,Kẹo Golia Activplus 30 Viên 112.2G,"topsmarket,bachhoaxanh","ĐƯỜNG, SIRÔ GLUCOZA, CHẤT LÀM ẨM (GLYCEROL (422)), HƯƠNG TỰ NHIÊN (MENTHOL, KHUYNH DIỆP, BẠC HÀ), CHẤT ĐIỀU CHỈNH ĐỘ ACID (ACID LACTIC (270), NATRI LACTAT (325), ACID CITRIC (330)), MÀU TỔNG HỢP (BRILLIANT BLUE FCF (133)).",112.2 g,No,,,,#VALUE!
9556296305783,Kẹo Gôm Lot 100 Tổng Hợp 150G,"topsmarket,bachhoaxanh","Đường, glucose, nước, nước ép hoa quả cô đặc (xoài, cam, nho, táo, dâu), dầu thực vật (dầu cọ), gelatin (từ bò), chất nhũ hóa (pectin-E440), chất tạo ngọt (sorbitol-E420(i)), chất điều chỉnh độ chua (Citric Acid-E330, axit DL-Malic-E296, Sodium citrate-E331(i), Ascorbic Acid-E300)), màu thuc pham (Allura red C.1.16035- E129, Tartrazine C.I.19140-E102, Sunset Yellow C.1.15985-E110, Brilliant blue CI.142090-E133), hương tự nhiên (nho, táo, xoài, cam, dâu).",150 g,No,,,,#VALUE!
